"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"
"2437"	11	"I_11"	"I"	2011	"toti_F"	2.3883	NA	"measCat"	"plothalf"
"2440"	11	"N_11"	"N"	2011	"toti_F"	2.0341	NA	"measCat"	"plothalf"
"2443"	12	"I_12"	"I"	2011	"toti_F"	1.9823	NA	"measCat"	"plothalf"
"2446"	12	"N_12"	"N"	2011	"toti_F"	9.728	NA	"measCat"	"plothalf"
"2449"	13	"I_13"	"I"	2011	"toti_F"	0.6223	NA	"measCat"	"plothalf"
"2452"	13	"N_13"	"N"	2011	"toti_F"	1.9717	NA	"measCat"	"plothalf"
"2455"	14	"I_14"	"I"	2011	"toti_F"	1.1555	NA	"measCat"	"plothalf"
"2458"	14	"N_14"	"N"	2011	"toti_F"	1.0626	NA	"measCat"	"plothalf"
"2461"	15	"I_15"	"I"	2011	"toti_F"	1.9919	NA	"measCat"	"plothalf"
"2464"	15	"N_15"	"N"	2011	"toti_F"	6.8215	NA	"measCat"	"plothalf"
"2467"	16	"I_16"	"I"	2011	"toti_F"	2.2584	NA	"measCat"	"plothalf"
"2470"	16	"N_16"	"N"	2011	"toti_F"	0.809	NA	"measCat"	"plothalf"
"2473"	17	"I_17"	"I"	2011	"toti_F"	4.9348	NA	"measCat"	"plothalf"
"2476"	17	"N_17"	"N"	2011	"toti_F"	3.3933	NA	"measCat"	"plothalf"
"2479"	18	"I_18"	"I"	2011	"toti_F"	2.564	NA	"measCat"	"plothalf"
"2482"	18	"N_18"	"N"	2011	"toti_F"	2.5506	NA	"measCat"	"plothalf"
"2593"	1	"I_1"	"I"	2011	"mv"	2.45	NA	"understoryBiom"	"plothalf"
"2594"	1	"I_1"	"I"	2012	"mv"	43.54	NA	"understoryBiom"	"plothalf"
"2595"	1	"I_1"	"I"	2013	"mv"	15.65	NA	"understoryBiom"	"plothalf"
"2596"	1	"N_1"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2597"	1	"N_1"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2598"	1	"N_1"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2599"	2	"I_2"	"I"	2011	"mv"	2.01	NA	"understoryBiom"	"plothalf"
"2600"	2	"I_2"	"I"	2012	"mv"	3.07	NA	"understoryBiom"	"plothalf"
"2601"	2	"I_2"	"I"	2013	"mv"	9.64	NA	"understoryBiom"	"plothalf"
"2602"	2	"N_2"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2603"	2	"N_2"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2604"	2	"N_2"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2605"	3	"I_3"	"I"	2011	"mv"	3.14	NA	"understoryBiom"	"plothalf"
"2606"	3	"I_3"	"I"	2012	"mv"	4.87	NA	"understoryBiom"	"plothalf"
"2607"	3	"I_3"	"I"	2013	"mv"	1.76	NA	"understoryBiom"	"plothalf"
"2608"	3	"N_3"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2609"	3	"N_3"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2610"	3	"N_3"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2611"	4	"I_4"	"I"	2011	"mv"	3.19	NA	"understoryBiom"	"plothalf"
"2612"	4	"I_4"	"I"	2012	"mv"	3.12	NA	"understoryBiom"	"plothalf"
"2613"	4	"I_4"	"I"	2013	"mv"	2.2	NA	"understoryBiom"	"plothalf"
"2614"	4	"N_4"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2615"	4	"N_4"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2616"	4	"N_4"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2617"	5	"I_5"	"I"	2011	"mv"	12.79	NA	"understoryBiom"	"plothalf"
"2618"	5	"I_5"	"I"	2012	"mv"	14.2	NA	"understoryBiom"	"plothalf"
"2619"	5	"I_5"	"I"	2013	"mv"	8.36	NA	"understoryBiom"	"plothalf"
"2620"	5	"N_5"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2621"	5	"N_5"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2622"	5	"N_5"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2623"	6	"I_6"	"I"	2011	"mv"	2.9	NA	"understoryBiom"	"plothalf"
"2624"	6	"I_6"	"I"	2012	"mv"	1.11	NA	"understoryBiom"	"plothalf"
"2625"	6	"I_6"	"I"	2013	"mv"	1.2	NA	"understoryBiom"	"plothalf"
"2626"	6	"N_6"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2627"	6	"N_6"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2628"	6	"N_6"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2629"	7	"I_7"	"I"	2011	"mv"	16.74	NA	"understoryBiom"	"plothalf"
"2630"	7	"I_7"	"I"	2012	"mv"	13.13	NA	"understoryBiom"	"plothalf"
"2631"	7	"I_7"	"I"	2013	"mv"	6.65	NA	"understoryBiom"	"plothalf"
"2632"	7	"N_7"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2633"	7	"N_7"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2634"	7	"N_7"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2635"	8	"I_8"	"I"	2011	"mv"	14.13	NA	"understoryBiom"	"plothalf"
"2636"	8	"I_8"	"I"	2012	"mv"	14.97	NA	"understoryBiom"	"plothalf"
"2637"	8	"I_8"	"I"	2013	"mv"	11.63	NA	"understoryBiom"	"plothalf"
"2638"	8	"N_8"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2639"	8	"N_8"	"N"	2012	"mv"	0.01	NA	"understoryBiom"	"plothalf"
"2640"	8	"N_8"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2641"	9	"I_9"	"I"	2011	"mv"	14.45	NA	"understoryBiom"	"plothalf"
"2642"	9	"I_9"	"I"	2012	"mv"	27.8	NA	"understoryBiom"	"plothalf"
"2643"	9	"I_9"	"I"	2013	"mv"	11.5	NA	"understoryBiom"	"plothalf"
"2644"	9	"N_9"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2645"	9	"N_9"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2646"	9	"N_9"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2647"	10	"I_10"	"I"	2011	"mv"	4.04	NA	"understoryBiom"	"plothalf"
"2648"	10	"I_10"	"I"	2012	"mv"	7.73	NA	"understoryBiom"	"plothalf"
"2649"	10	"I_10"	"I"	2013	"mv"	4.95	NA	"understoryBiom"	"plothalf"
"2650"	10	"N_10"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2651"	10	"N_10"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2652"	10	"N_10"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2653"	11	"I_11"	"I"	2011	"mv"	182.5	NA	"understoryBiom"	"plothalf"
"2654"	11	"I_11"	"I"	2012	"mv"	8.17	NA	"understoryBiom"	"plothalf"
"2655"	11	"I_11"	"I"	2013	"mv"	32.94	NA	"understoryBiom"	"plothalf"
"2656"	11	"N_11"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2657"	11	"N_11"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2658"	11	"N_11"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2659"	12	"I_12"	"I"	2011	"mv"	2.84	NA	"understoryBiom"	"plothalf"
"2660"	12	"I_12"	"I"	2012	"mv"	88.37	NA	"understoryBiom"	"plothalf"
"2661"	12	"I_12"	"I"	2013	"mv"	58.57	NA	"understoryBiom"	"plothalf"
"2662"	12	"N_12"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2663"	12	"N_12"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2664"	12	"N_12"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2665"	13	"I_13"	"I"	2011	"mv"	2.03	NA	"understoryBiom"	"plothalf"
"2666"	13	"I_13"	"I"	2012	"mv"	1.59	NA	"understoryBiom"	"plothalf"
"2667"	13	"I_13"	"I"	2013	"mv"	0.06	NA	"understoryBiom"	"plothalf"
"2668"	13	"N_13"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2669"	13	"N_13"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2670"	13	"N_13"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2671"	14	"I_14"	"I"	2011	"mv"	7.6	NA	"understoryBiom"	"plothalf"
"2672"	14	"I_14"	"I"	2012	"mv"	4.41	NA	"understoryBiom"	"plothalf"
"2673"	14	"I_14"	"I"	2013	"mv"	8.68	NA	"understoryBiom"	"plothalf"
"2674"	14	"N_14"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2675"	14	"N_14"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2676"	14	"N_14"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2677"	15	"I_15"	"I"	2011	"mv"	9.45	NA	"understoryBiom"	"plothalf"
"2678"	15	"I_15"	"I"	2012	"mv"	69.76	NA	"understoryBiom"	"plothalf"
"2679"	15	"I_15"	"I"	2013	"mv"	29.13	NA	"understoryBiom"	"plothalf"
"2680"	15	"N_15"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2681"	15	"N_15"	"N"	2012	"mv"	0.11	NA	"understoryBiom"	"plothalf"
"2682"	15	"N_15"	"N"	2013	"mv"	3.06	NA	"understoryBiom"	"plothalf"
"2683"	16	"I_16"	"I"	2011	"mv"	5.31	NA	"understoryBiom"	"plothalf"
"2684"	16	"I_16"	"I"	2012	"mv"	4.77	NA	"understoryBiom"	"plothalf"
"2685"	16	"I_16"	"I"	2013	"mv"	9.6	NA	"understoryBiom"	"plothalf"
"2686"	16	"N_16"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2687"	16	"N_16"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2688"	16	"N_16"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2689"	17	"I_17"	"I"	2011	"mv"	12.57	NA	"understoryBiom"	"plothalf"
"2690"	17	"I_17"	"I"	2012	"mv"	20.88	NA	"understoryBiom"	"plothalf"
"2691"	17	"I_17"	"I"	2013	"mv"	9.19	NA	"understoryBiom"	"plothalf"
"2692"	17	"N_17"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2693"	17	"N_17"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2694"	17	"N_17"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2695"	18	"I_18"	"I"	2011	"mv"	1.15	NA	"understoryBiom"	"plothalf"
"2696"	18	"I_18"	"I"	2012	"mv"	0.7	NA	"understoryBiom"	"plothalf"
"2697"	18	"I_18"	"I"	2013	"mv"	0.4	NA	"understoryBiom"	"plothalf"
"2698"	18	"N_18"	"N"	2011	"mv"	0	NA	"understoryBiom"	"plothalf"
"2699"	18	"N_18"	"N"	2012	"mv"	0	NA	"understoryBiom"	"plothalf"
"2700"	18	"N_18"	"N"	2013	"mv"	0	NA	"understoryBiom"	"plothalf"
"2701"	1	"I_1"	"I"	2011	"nat"	1.73	NA	"understoryBiom"	"plothalf"
"2702"	1	"I_1"	"I"	2012	"nat"	8.46	NA	"understoryBiom"	"plothalf"
"2703"	1	"I_1"	"I"	2013	"nat"	24.91	NA	"understoryBiom"	"plothalf"
"2704"	1	"N_1"	"N"	2011	"nat"	51.84	NA	"understoryBiom"	"plothalf"
"2705"	1	"N_1"	"N"	2012	"nat"	4.51	NA	"understoryBiom"	"plothalf"
"2706"	1	"N_1"	"N"	2013	"nat"	8.5	NA	"understoryBiom"	"plothalf"
"2707"	2	"I_2"	"I"	2011	"nat"	0.63	NA	"understoryBiom"	"plothalf"
"2708"	2	"I_2"	"I"	2012	"nat"	0.79	NA	"understoryBiom"	"plothalf"
"2709"	2	"I_2"	"I"	2013	"nat"	4.72	NA	"understoryBiom"	"plothalf"
"2710"	2	"N_2"	"N"	2011	"nat"	4.88	NA	"understoryBiom"	"plothalf"
"2711"	2	"N_2"	"N"	2012	"nat"	18.85	NA	"understoryBiom"	"plothalf"
"2712"	2	"N_2"	"N"	2013	"nat"	13.93	NA	"understoryBiom"	"plothalf"
"2713"	3	"I_3"	"I"	2011	"nat"	1.83	NA	"understoryBiom"	"plothalf"
"2714"	3	"I_3"	"I"	2012	"nat"	0.3	NA	"understoryBiom"	"plothalf"
"2715"	3	"I_3"	"I"	2013	"nat"	4.13	NA	"understoryBiom"	"plothalf"
"2716"	3	"N_3"	"N"	2011	"nat"	0.36	NA	"understoryBiom"	"plothalf"
"2717"	3	"N_3"	"N"	2012	"nat"	1.23	NA	"understoryBiom"	"plothalf"
"2718"	3	"N_3"	"N"	2013	"nat"	3.14	NA	"understoryBiom"	"plothalf"
"2719"	4	"I_4"	"I"	2011	"nat"	0.16	NA	"understoryBiom"	"plothalf"
"2720"	4	"I_4"	"I"	2012	"nat"	0.03	NA	"understoryBiom"	"plothalf"
"2721"	4	"I_4"	"I"	2013	"nat"	0.58	NA	"understoryBiom"	"plothalf"
"2722"	4	"N_4"	"N"	2011	"nat"	0	NA	"understoryBiom"	"plothalf"
"2723"	4	"N_4"	"N"	2012	"nat"	0.81	NA	"understoryBiom"	"plothalf"
"2724"	4	"N_4"	"N"	2013	"nat"	0.4	NA	"understoryBiom"	"plothalf"
"2725"	5	"I_5"	"I"	2011	"nat"	0	NA	"understoryBiom"	"plothalf"
"2726"	5	"I_5"	"I"	2012	"nat"	0.03	NA	"understoryBiom"	"plothalf"
"2727"	5	"I_5"	"I"	2013	"nat"	0	NA	"understoryBiom"	"plothalf"
"2728"	5	"N_5"	"N"	2011	"nat"	0	NA	"understoryBiom"	"plothalf"
"2729"	5	"N_5"	"N"	2012	"nat"	0.08	NA	"understoryBiom"	"plothalf"
"2730"	5	"N_5"	"N"	2013	"nat"	0	NA	"understoryBiom"	"plothalf"
"2731"	6	"I_6"	"I"	2011	"nat"	0.23	NA	"understoryBiom"	"plothalf"
"2732"	6	"I_6"	"I"	2012	"nat"	0.13	NA	"understoryBiom"	"plothalf"
"2733"	6	"I_6"	"I"	2013	"nat"	23.59	NA	"understoryBiom"	"plothalf"
"2734"	6	"N_6"	"N"	2011	"nat"	0.63	NA	"understoryBiom"	"plothalf"
"2735"	6	"N_6"	"N"	2012	"nat"	0.08	NA	"understoryBiom"	"plothalf"
"2736"	6	"N_6"	"N"	2013	"nat"	5.95	NA	"understoryBiom"	"plothalf"
"2737"	7	"I_7"	"I"	2011	"nat"	2.97	NA	"understoryBiom"	"plothalf"
"2738"	7	"I_7"	"I"	2012	"nat"	16.93	NA	"understoryBiom"	"plothalf"
"2739"	7	"I_7"	"I"	2013	"nat"	5.97	NA	"understoryBiom"	"plothalf"
"2740"	7	"N_7"	"N"	2011	"nat"	5.59	NA	"understoryBiom"	"plothalf"
"2741"	7	"N_7"	"N"	2012	"nat"	19.05	NA	"understoryBiom"	"plothalf"
"2742"	7	"N_7"	"N"	2013	"nat"	20.57	NA	"understoryBiom"	"plothalf"
"2743"	8	"I_8"	"I"	2011	"nat"	0.15	NA	"understoryBiom"	"plothalf"
"2744"	8	"I_8"	"I"	2012	"nat"	4.4	NA	"understoryBiom"	"plothalf"
"2745"	8	"I_8"	"I"	2013	"nat"	8.73	NA	"understoryBiom"	"plothalf"
"2746"	8	"N_8"	"N"	2011	"nat"	1.09	NA	"understoryBiom"	"plothalf"
"2747"	8	"N_8"	"N"	2012	"nat"	0.28	NA	"understoryBiom"	"plothalf"
"2748"	8	"N_8"	"N"	2013	"nat"	1.12	NA	"understoryBiom"	"plothalf"
"2749"	9	"I_9"	"I"	2011	"nat"	0	NA	"understoryBiom"	"plothalf"
"2750"	9	"I_9"	"I"	2012	"nat"	0.48	NA	"understoryBiom"	"plothalf"
"2751"	9	"I_9"	"I"	2013	"nat"	2.93	NA	"understoryBiom"	"plothalf"
"2752"	9	"N_9"	"N"	2011	"nat"	0.68	NA	"understoryBiom"	"plothalf"
"2753"	9	"N_9"	"N"	2012	"nat"	13.41	NA	"understoryBiom"	"plothalf"
"2754"	9	"N_9"	"N"	2013	"nat"	17.32	NA	"understoryBiom"	"plothalf"
"2755"	10	"I_10"	"I"	2011	"nat"	0.54	NA	"understoryBiom"	"plothalf"
"2756"	10	"I_10"	"I"	2012	"nat"	5.44	NA	"understoryBiom"	"plothalf"
"2757"	10	"I_10"	"I"	2013	"nat"	4.07	NA	"understoryBiom"	"plothalf"
"2758"	10	"N_10"	"N"	2011	"nat"	1.84	NA	"understoryBiom"	"plothalf"
"2759"	10	"N_10"	"N"	2012	"nat"	10.27	NA	"understoryBiom"	"plothalf"
"2760"	10	"N_10"	"N"	2013	"nat"	5.03	NA	"understoryBiom"	"plothalf"
"2761"	11	"I_11"	"I"	2011	"nat"	96.2	NA	"understoryBiom"	"plothalf"
"2762"	11	"I_11"	"I"	2012	"nat"	42.62	NA	"understoryBiom"	"plothalf"
"2763"	11	"I_11"	"I"	2013	"nat"	19.08	NA	"understoryBiom"	"plothalf"
"2764"	11	"N_11"	"N"	2011	"nat"	1.49	NA	"understoryBiom"	"plothalf"
"2765"	11	"N_11"	"N"	2012	"nat"	15.76	NA	"understoryBiom"	"plothalf"
"2766"	11	"N_11"	"N"	2013	"nat"	9.57	NA	"understoryBiom"	"plothalf"
"2767"	12	"I_12"	"I"	2011	"nat"	7.01	NA	"understoryBiom"	"plothalf"
"2768"	12	"I_12"	"I"	2012	"nat"	39.2	NA	"understoryBiom"	"plothalf"
"2769"	12	"I_12"	"I"	2013	"nat"	9.66	NA	"understoryBiom"	"plothalf"
"2770"	12	"N_12"	"N"	2011	"nat"	18.73	NA	"understoryBiom"	"plothalf"
"2771"	12	"N_12"	"N"	2012	"nat"	25.57	NA	"understoryBiom"	"plothalf"
"2772"	12	"N_12"	"N"	2013	"nat"	45.94	NA	"understoryBiom"	"plothalf"
"2773"	13	"I_13"	"I"	2011	"nat"	2.18	NA	"understoryBiom"	"plothalf"
"2774"	13	"I_13"	"I"	2012	"nat"	2.04	NA	"understoryBiom"	"plothalf"
"2775"	13	"I_13"	"I"	2013	"nat"	4.93	NA	"understoryBiom"	"plothalf"
"2776"	13	"N_13"	"N"	2011	"nat"	3.01	NA	"understoryBiom"	"plothalf"
"2777"	13	"N_13"	"N"	2012	"nat"	6.04	NA	"understoryBiom"	"plothalf"
"2778"	13	"N_13"	"N"	2013	"nat"	5.84	NA	"understoryBiom"	"plothalf"
"2779"	14	"I_14"	"I"	2011	"nat"	0.64	NA	"understoryBiom"	"plothalf"
"2780"	14	"I_14"	"I"	2012	"nat"	0.93	NA	"understoryBiom"	"plothalf"
"2781"	14	"I_14"	"I"	2013	"nat"	2.42	NA	"understoryBiom"	"plothalf"
"2782"	14	"N_14"	"N"	2011	"nat"	0.79	NA	"understoryBiom"	"plothalf"
"2783"	14	"N_14"	"N"	2012	"nat"	0.37	NA	"understoryBiom"	"plothalf"
"2784"	14	"N_14"	"N"	2013	"nat"	2.99	NA	"understoryBiom"	"plothalf"
"2785"	15	"I_15"	"I"	2011	"nat"	3.28	NA	"understoryBiom"	"plothalf"
"2786"	15	"I_15"	"I"	2012	"nat"	9.43	NA	"understoryBiom"	"plothalf"
"2787"	15	"I_15"	"I"	2013	"nat"	52.42	NA	"understoryBiom"	"plothalf"
"2788"	15	"N_15"	"N"	2011	"nat"	28.04	NA	"understoryBiom"	"plothalf"
"2789"	15	"N_15"	"N"	2012	"nat"	28.08	NA	"understoryBiom"	"plothalf"
"2790"	15	"N_15"	"N"	2013	"nat"	43.61	NA	"understoryBiom"	"plothalf"
"2791"	16	"I_16"	"I"	2011	"nat"	0.53	NA	"understoryBiom"	"plothalf"
"2792"	16	"I_16"	"I"	2012	"nat"	1.19	NA	"understoryBiom"	"plothalf"
"2793"	16	"I_16"	"I"	2013	"nat"	2.37	NA	"understoryBiom"	"plothalf"
"2794"	16	"N_16"	"N"	2011	"nat"	0.08	NA	"understoryBiom"	"plothalf"
"2795"	16	"N_16"	"N"	2012	"nat"	0.08	NA	"understoryBiom"	"plothalf"
"2796"	16	"N_16"	"N"	2013	"nat"	0.83	NA	"understoryBiom"	"plothalf"
"2797"	17	"I_17"	"I"	2011	"nat"	0.42	NA	"understoryBiom"	"plothalf"
"2798"	17	"I_17"	"I"	2012	"nat"	0.63	NA	"understoryBiom"	"plothalf"
"2799"	17	"I_17"	"I"	2013	"nat"	7.45	NA	"understoryBiom"	"plothalf"
"2800"	17	"N_17"	"N"	2011	"nat"	0.74	NA	"understoryBiom"	"plothalf"
"2801"	17	"N_17"	"N"	2012	"nat"	0.19	NA	"understoryBiom"	"plothalf"
"2802"	17	"N_17"	"N"	2013	"nat"	5.94	NA	"understoryBiom"	"plothalf"
"2803"	18	"I_18"	"I"	2011	"nat"	6.24	NA	"understoryBiom"	"plothalf"
"2804"	18	"I_18"	"I"	2012	"nat"	0.32	NA	"understoryBiom"	"plothalf"
"2805"	18	"I_18"	"I"	2013	"nat"	0.24	NA	"understoryBiom"	"plothalf"
"2806"	18	"N_18"	"N"	2011	"nat"	0.14	NA	"understoryBiom"	"plothalf"
"2807"	18	"N_18"	"N"	2012	"nat"	0	NA	"understoryBiom"	"plothalf"
"2808"	18	"N_18"	"N"	2013	"nat"	1.4	NA	"understoryBiom"	"plothalf"
"2809"	1	"I_1"	"I"	2011	"litter"	117.55	NA	"understoryBiom"	"plothalf"
"2810"	1	"I_1"	"I"	2012	"litter"	111.26	NA	"understoryBiom"	"plothalf"
"2811"	1	"I_1"	"I"	2013	"litter"	28.78	NA	"understoryBiom"	"plothalf"
"2812"	1	"N_1"	"N"	2011	"litter"	158.18	NA	"understoryBiom"	"plothalf"
"2813"	1	"N_1"	"N"	2012	"litter"	108.86	NA	"understoryBiom"	"plothalf"
"2814"	1	"N_1"	"N"	2013	"litter"	89.35	NA	"understoryBiom"	"plothalf"
"2815"	2	"I_2"	"I"	2011	"litter"	171.26	NA	"understoryBiom"	"plothalf"
"2816"	2	"I_2"	"I"	2012	"litter"	166.34	NA	"understoryBiom"	"plothalf"
"2817"	2	"I_2"	"I"	2013	"litter"	63.8	NA	"understoryBiom"	"plothalf"
"2818"	2	"N_2"	"N"	2011	"litter"	206.48	NA	"understoryBiom"	"plothalf"
"2819"	2	"N_2"	"N"	2012	"litter"	245.38	NA	"understoryBiom"	"plothalf"
"2820"	2	"N_2"	"N"	2013	"litter"	171.01	NA	"understoryBiom"	"plothalf"
"2821"	3	"I_3"	"I"	2011	"litter"	53.46	NA	"understoryBiom"	"plothalf"
"2822"	3	"I_3"	"I"	2012	"litter"	58.22	NA	"understoryBiom"	"plothalf"
"2823"	3	"I_3"	"I"	2013	"litter"	52.78	NA	"understoryBiom"	"plothalf"
"2824"	3	"N_3"	"N"	2011	"litter"	135.09	NA	"understoryBiom"	"plothalf"
"2825"	3	"N_3"	"N"	2012	"litter"	275.08	NA	"understoryBiom"	"plothalf"
"2826"	3	"N_3"	"N"	2013	"litter"	108.11	NA	"understoryBiom"	"plothalf"
"2827"	4	"I_4"	"I"	2011	"litter"	129.39	NA	"understoryBiom"	"plothalf"
"2828"	4	"I_4"	"I"	2012	"litter"	100.4	NA	"understoryBiom"	"plothalf"
"2829"	4	"I_4"	"I"	2013	"litter"	79.4	NA	"understoryBiom"	"plothalf"
"2830"	4	"N_4"	"N"	2011	"litter"	109.19	NA	"understoryBiom"	"plothalf"
"2831"	4	"N_4"	"N"	2012	"litter"	113.72	NA	"understoryBiom"	"plothalf"
"2832"	4	"N_4"	"N"	2013	"litter"	83.48	NA	"understoryBiom"	"plothalf"
"2833"	5	"I_5"	"I"	2011	"litter"	116.5	NA	"understoryBiom"	"plothalf"
"2834"	5	"I_5"	"I"	2012	"litter"	207.76	NA	"understoryBiom"	"plothalf"
"2835"	5	"I_5"	"I"	2013	"litter"	150.64	NA	"understoryBiom"	"plothalf"
"2836"	5	"N_5"	"N"	2011	"litter"	231.25	NA	"understoryBiom"	"plothalf"
"2837"	5	"N_5"	"N"	2012	"litter"	283.74	NA	"understoryBiom"	"plothalf"
"2838"	5	"N_5"	"N"	2013	"litter"	251.03	NA	"understoryBiom"	"plothalf"
"2839"	6	"I_6"	"I"	2011	"litter"	107.55	NA	"understoryBiom"	"plothalf"
"2840"	6	"I_6"	"I"	2012	"litter"	140.47	NA	"understoryBiom"	"plothalf"
"2841"	6	"I_6"	"I"	2013	"litter"	111.12	NA	"understoryBiom"	"plothalf"
"2842"	6	"N_6"	"N"	2011	"litter"	188.8	NA	"understoryBiom"	"plothalf"
"2843"	6	"N_6"	"N"	2012	"litter"	173.31	NA	"understoryBiom"	"plothalf"
"2844"	6	"N_6"	"N"	2013	"litter"	152.26	NA	"understoryBiom"	"plothalf"
"2845"	7	"I_7"	"I"	2011	"litter"	34.95	NA	"understoryBiom"	"plothalf"
"2846"	7	"I_7"	"I"	2012	"litter"	85.17	NA	"understoryBiom"	"plothalf"
"2847"	7	"I_7"	"I"	2013	"litter"	0.47	NA	"understoryBiom"	"plothalf"
"2848"	7	"N_7"	"N"	2011	"litter"	26.15	NA	"understoryBiom"	"plothalf"
"2849"	7	"N_7"	"N"	2012	"litter"	26.92	NA	"understoryBiom"	"plothalf"
"2850"	7	"N_7"	"N"	2013	"litter"	3.54	NA	"understoryBiom"	"plothalf"
"2851"	8	"I_8"	"I"	2011	"litter"	85.99	NA	"understoryBiom"	"plothalf"
"2852"	8	"I_8"	"I"	2012	"litter"	66.79	NA	"understoryBiom"	"plothalf"
"2853"	8	"I_8"	"I"	2013	"litter"	123.47	NA	"understoryBiom"	"plothalf"
"2854"	8	"N_8"	"N"	2011	"litter"	221.51	NA	"understoryBiom"	"plothalf"
"2855"	8	"N_8"	"N"	2012	"litter"	171.84	NA	"understoryBiom"	"plothalf"
"2856"	8	"N_8"	"N"	2013	"litter"	163.11	NA	"understoryBiom"	"plothalf"
"2857"	9	"I_9"	"I"	2011	"litter"	72.55	NA	"understoryBiom"	"plothalf"
"2858"	9	"I_9"	"I"	2012	"litter"	65.22	NA	"understoryBiom"	"plothalf"
"2859"	9	"I_9"	"I"	2013	"litter"	60.12	NA	"understoryBiom"	"plothalf"
"2860"	9	"N_9"	"N"	2011	"litter"	149.94	NA	"understoryBiom"	"plothalf"
"2861"	9	"N_9"	"N"	2012	"litter"	90.6	NA	"understoryBiom"	"plothalf"
"2862"	9	"N_9"	"N"	2013	"litter"	66.38	NA	"understoryBiom"	"plothalf"
"2863"	10	"I_10"	"I"	2011	"litter"	88.69	NA	"understoryBiom"	"plothalf"
"2864"	10	"I_10"	"I"	2012	"litter"	84.26	NA	"understoryBiom"	"plothalf"
"2865"	10	"I_10"	"I"	2013	"litter"	35.73	NA	"understoryBiom"	"plothalf"
"2866"	10	"N_10"	"N"	2011	"litter"	111.83	NA	"understoryBiom"	"plothalf"
"2867"	10	"N_10"	"N"	2012	"litter"	101.57	NA	"understoryBiom"	"plothalf"
"2868"	10	"N_10"	"N"	2013	"litter"	88.39	NA	"understoryBiom"	"plothalf"
"2869"	11	"I_11"	"I"	2011	"litter"	95.4	NA	"understoryBiom"	"plothalf"
