"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"
"3168"	6	"N_6"	"N"	2013	"total"	5.95	NA	"understoryBiom"	"plothalf"
"3169"	7	"I_7"	"I"	2011	"total"	19.71	NA	"understoryBiom"	"plothalf"
"3170"	7	"I_7"	"I"	2012	"total"	30.06	NA	"understoryBiom"	"plothalf"
"3171"	7	"I_7"	"I"	2013	"total"	12.62	NA	"understoryBiom"	"plothalf"
"3172"	7	"N_7"	"N"	2011	"total"	5.59	NA	"understoryBiom"	"plothalf"
"3173"	7	"N_7"	"N"	2012	"total"	19.05	NA	"understoryBiom"	"plothalf"
"3174"	7	"N_7"	"N"	2013	"total"	20.57	NA	"understoryBiom"	"plothalf"
"3175"	8	"I_8"	"I"	2011	"total"	14.28	NA	"understoryBiom"	"plothalf"
"3176"	8	"I_8"	"I"	2012	"total"	19.37	NA	"understoryBiom"	"plothalf"
"3177"	8	"I_8"	"I"	2013	"total"	20.36	NA	"understoryBiom"	"plothalf"
"3178"	8	"N_8"	"N"	2011	"total"	1.09	NA	"understoryBiom"	"plothalf"
"3179"	8	"N_8"	"N"	2012	"total"	0.29	NA	"understoryBiom"	"plothalf"
"3180"	8	"N_8"	"N"	2013	"total"	1.12	NA	"understoryBiom"	"plothalf"
"3181"	9	"I_9"	"I"	2011	"total"	14.45	NA	"understoryBiom"	"plothalf"
"3182"	9	"I_9"	"I"	2012	"total"	28.28	NA	"understoryBiom"	"plothalf"
"3183"	9	"I_9"	"I"	2013	"total"	14.43	NA	"understoryBiom"	"plothalf"
"3184"	9	"N_9"	"N"	2011	"total"	0.68	NA	"understoryBiom"	"plothalf"
"3185"	9	"N_9"	"N"	2012	"total"	13.41	NA	"understoryBiom"	"plothalf"
"3186"	9	"N_9"	"N"	2013	"total"	17.32	NA	"understoryBiom"	"plothalf"
"3187"	10	"I_10"	"I"	2011	"total"	4.58	NA	"understoryBiom"	"plothalf"
"3188"	10	"I_10"	"I"	2012	"total"	13.17	NA	"understoryBiom"	"plothalf"
"3189"	10	"I_10"	"I"	2013	"total"	9.02	NA	"understoryBiom"	"plothalf"
"3190"	10	"N_10"	"N"	2011	"total"	1.84	NA	"understoryBiom"	"plothalf"
"3191"	10	"N_10"	"N"	2012	"total"	10.27	NA	"understoryBiom"	"plothalf"
"3192"	10	"N_10"	"N"	2013	"total"	5.03	NA	"understoryBiom"	"plothalf"
"3193"	11	"I_11"	"I"	2011	"total"	278.7	NA	"understoryBiom"	"plothalf"
"3194"	11	"I_11"	"I"	2012	"total"	50.79	NA	"understoryBiom"	"plothalf"
"3195"	11	"I_11"	"I"	2013	"total"	52.02	NA	"understoryBiom"	"plothalf"
"3196"	11	"N_11"	"N"	2011	"total"	1.49	NA	"understoryBiom"	"plothalf"
"3197"	11	"N_11"	"N"	2012	"total"	15.76	NA	"understoryBiom"	"plothalf"
"3198"	11	"N_11"	"N"	2013	"total"	9.57	NA	"understoryBiom"	"plothalf"
"3199"	12	"I_12"	"I"	2011	"total"	9.85	NA	"understoryBiom"	"plothalf"
"3200"	12	"I_12"	"I"	2012	"total"	127.57	NA	"understoryBiom"	"plothalf"
"3201"	12	"I_12"	"I"	2013	"total"	68.23	NA	"understoryBiom"	"plothalf"
"3202"	12	"N_12"	"N"	2011	"total"	18.73	NA	"understoryBiom"	"plothalf"
"3203"	12	"N_12"	"N"	2012	"total"	25.57	NA	"understoryBiom"	"plothalf"
"3204"	12	"N_12"	"N"	2013	"total"	45.94	NA	"understoryBiom"	"plothalf"
"3205"	13	"I_13"	"I"	2011	"total"	4.21	NA	"understoryBiom"	"plothalf"
"3206"	13	"I_13"	"I"	2012	"total"	3.63	NA	"understoryBiom"	"plothalf"
"3207"	13	"I_13"	"I"	2013	"total"	4.99	NA	"understoryBiom"	"plothalf"
"3208"	13	"N_13"	"N"	2011	"total"	3.01	NA	"understoryBiom"	"plothalf"
"3209"	13	"N_13"	"N"	2012	"total"	6.04	NA	"understoryBiom"	"plothalf"
"3210"	13	"N_13"	"N"	2013	"total"	5.84	NA	"understoryBiom"	"plothalf"
"3211"	14	"I_14"	"I"	2011	"total"	8.24	NA	"understoryBiom"	"plothalf"
"3212"	14	"I_14"	"I"	2012	"total"	5.34	NA	"understoryBiom"	"plothalf"
"3213"	14	"I_14"	"I"	2013	"total"	11.1	NA	"understoryBiom"	"plothalf"
"3214"	14	"N_14"	"N"	2011	"total"	0.79	NA	"understoryBiom"	"plothalf"
"3215"	14	"N_14"	"N"	2012	"total"	0.37	NA	"understoryBiom"	"plothalf"
"3216"	14	"N_14"	"N"	2013	"total"	2.99	NA	"understoryBiom"	"plothalf"
"3217"	15	"I_15"	"I"	2011	"total"	12.73	NA	"understoryBiom"	"plothalf"
"3218"	15	"I_15"	"I"	2012	"total"	79.19	NA	"understoryBiom"	"plothalf"
"3219"	15	"I_15"	"I"	2013	"total"	81.55	NA	"understoryBiom"	"plothalf"
"3220"	15	"N_15"	"N"	2011	"total"	28.04	NA	"understoryBiom"	"plothalf"
"3221"	15	"N_15"	"N"	2012	"total"	28.19	NA	"understoryBiom"	"plothalf"
"3222"	15	"N_15"	"N"	2013	"total"	46.67	NA	"understoryBiom"	"plothalf"
"3223"	16	"I_16"	"I"	2011	"total"	5.84	NA	"understoryBiom"	"plothalf"
"3224"	16	"I_16"	"I"	2012	"total"	5.96	NA	"understoryBiom"	"plothalf"
"3225"	16	"I_16"	"I"	2013	"total"	11.97	NA	"understoryBiom"	"plothalf"
"3226"	16	"N_16"	"N"	2011	"total"	0.08	NA	"understoryBiom"	"plothalf"
"3227"	16	"N_16"	"N"	2012	"total"	0.08	NA	"understoryBiom"	"plothalf"
"3228"	16	"N_16"	"N"	2013	"total"	0.83	NA	"understoryBiom"	"plothalf"
"3229"	17	"I_17"	"I"	2011	"total"	12.99	NA	"understoryBiom"	"plothalf"
"3230"	17	"I_17"	"I"	2012	"total"	21.51	NA	"understoryBiom"	"plothalf"
"3231"	17	"I_17"	"I"	2013	"total"	16.64	NA	"understoryBiom"	"plothalf"
"3232"	17	"N_17"	"N"	2011	"total"	0.74	NA	"understoryBiom"	"plothalf"
"3233"	17	"N_17"	"N"	2012	"total"	0.19	NA	"understoryBiom"	"plothalf"
"3234"	17	"N_17"	"N"	2013	"total"	5.94	NA	"understoryBiom"	"plothalf"
"3235"	18	"I_18"	"I"	2011	"total"	7.39	NA	"understoryBiom"	"plothalf"
"3236"	18	"I_18"	"I"	2012	"total"	1.02	NA	"understoryBiom"	"plothalf"
"3237"	18	"I_18"	"I"	2013	"total"	0.64	NA	"understoryBiom"	"plothalf"
"3238"	18	"N_18"	"N"	2011	"total"	0.14	NA	"understoryBiom"	"plothalf"
"3239"	18	"N_18"	"N"	2012	"total"	0	NA	"understoryBiom"	"plothalf"
"3240"	18	"N_18"	"N"	2013	"total"	1.4	NA	"understoryBiom"	"plothalf"
"3241"	1	"I_1"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3242"	1	"I_1"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3243"	1	"I_1"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3244"	1	"N_1"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3245"	1	"N_1"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3246"	1	"N_1"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3247"	2	"I_2"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3248"	2	"I_2"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3249"	2	"I_2"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3250"	2	"N_2"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3251"	2	"N_2"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3252"	2	"N_2"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3253"	3	"I_3"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3254"	3	"I_3"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3255"	3	"I_3"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3256"	3	"N_3"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3257"	3	"N_3"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3258"	3	"N_3"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3259"	4	"I_4"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3260"	4	"I_4"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3261"	4	"I_4"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3262"	4	"N_4"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3263"	4	"N_4"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3264"	4	"N_4"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3265"	5	"I_5"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3266"	5	"I_5"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3267"	5	"I_5"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3268"	5	"N_5"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3269"	5	"N_5"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3270"	5	"N_5"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3271"	6	"I_6"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3272"	6	"I_6"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3273"	6	"I_6"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3274"	6	"N_6"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3275"	6	"N_6"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3276"	6	"N_6"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3277"	7	"I_7"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3278"	7	"I_7"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3279"	7	"I_7"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3280"	7	"N_7"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3281"	7	"N_7"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3282"	7	"N_7"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3283"	8	"I_8"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3284"	8	"I_8"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3285"	8	"I_8"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3286"	8	"N_8"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3287"	8	"N_8"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3288"	8	"N_8"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3289"	9	"I_9"	"I"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3290"	9	"I_9"	"I"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3291"	9	"I_9"	"I"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3292"	9	"N_9"	"N"	2011	"soilBasin"	1	NA	"environParam"	"plot"
"3293"	9	"N_9"	"N"	2012	"soilBasin"	1	NA	"environParam"	"plot"
"3294"	9	"N_9"	"N"	2013	"soilBasin"	1	NA	"environParam"	"plot"
"3295"	10	"I_10"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3296"	10	"I_10"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3297"	10	"I_10"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3298"	10	"N_10"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3299"	10	"N_10"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3300"	10	"N_10"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3301"	11	"I_11"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3302"	11	"I_11"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3303"	11	"I_11"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3304"	11	"N_11"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3305"	11	"N_11"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3306"	11	"N_11"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3307"	12	"I_12"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3308"	12	"I_12"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3309"	12	"I_12"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3310"	12	"N_12"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3311"	12	"N_12"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3312"	12	"N_12"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3313"	13	"I_13"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3314"	13	"I_13"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3315"	13	"I_13"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3316"	13	"N_13"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3317"	13	"N_13"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3318"	13	"N_13"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3319"	14	"I_14"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3320"	14	"I_14"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3321"	14	"I_14"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3322"	14	"N_14"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3323"	14	"N_14"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3324"	14	"N_14"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3325"	15	"I_15"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3326"	15	"I_15"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3327"	15	"I_15"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3328"	15	"N_15"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3329"	15	"N_15"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3330"	15	"N_15"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3331"	16	"I_16"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3332"	16	"I_16"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3333"	16	"I_16"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3334"	16	"N_16"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3335"	16	"N_16"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3336"	16	"N_16"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3337"	17	"I_17"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3338"	17	"I_17"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3339"	17	"I_17"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3340"	17	"N_17"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3341"	17	"N_17"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3342"	17	"N_17"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3343"	18	"I_18"	"I"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3344"	18	"I_18"	"I"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3345"	18	"I_18"	"I"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3346"	18	"N_18"	"N"	2011	"soilBasin"	0	NA	"environParam"	"plot"
"3347"	18	"N_18"	"N"	2012	"soilBasin"	0	NA	"environParam"	"plot"
"3348"	18	"N_18"	"N"	2013	"soilBasin"	0	NA	"environParam"	"plot"
"3349"	1	"I_1"	"I"	2011	"nTrees"	1	NA	"overstoryParam"	"plot"
"3350"	1	"I_1"	"I"	2012	"nTrees"	1	NA	"overstoryParam"	"plot"
"3351"	1	"I_1"	"I"	2013	"nTrees"	1	NA	"overstoryParam"	"plot"
"3352"	1	"N_1"	"N"	2011	"nTrees"	1	NA	"overstoryParam"	"plot"
"3353"	1	"N_1"	"N"	2012	"nTrees"	1	NA	"overstoryParam"	"plot"
"3354"	1	"N_1"	"N"	2013	"nTrees"	1	NA	"overstoryParam"	"plot"
"3355"	2	"I_2"	"I"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"
"3356"	2	"I_2"	"I"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"
"3357"	2	"I_2"	"I"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"
"3358"	2	"N_2"	"N"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"
"3359"	2	"N_2"	"N"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"
"3360"	2	"N_2"	"N"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"
"3361"	3	"I_3"	"I"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"
"3362"	3	"I_3"	"I"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"
"3363"	3	"I_3"	"I"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"
"3364"	3	"N_3"	"N"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"
"3365"	3	"N_3"	"N"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"
"3366"	3	"N_3"	"N"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"
"3367"	4	"I_4"	"I"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"
"3368"	4	"I_4"	"I"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"
"3369"	4	"I_4"	"I"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"
"3370"	4	"N_4"	"N"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"
"3371"	4	"N_4"	"N"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"
"3372"	4	"N_4"	"N"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"
"3373"	5	"I_5"	"I"	2011	"nTrees"	3	NA	"overstoryParam"	"plot"
"3374"	5	"I_5"	"I"	2012	"nTrees"	3	NA	"overstoryParam"	"plot"
"3375"	5	"I_5"	"I"	2013	"nTrees"	3	NA	"overstoryParam"	"plot"
"3376"	5	"N_5"	"N"	2011	"nTrees"	3	NA	"overstoryParam"	"plot"
"3377"	5	"N_5"	"N"	2012	"nTrees"	3	NA	"overstoryParam"	"plot"
"3378"	5	"N_5"	"N"	2013	"nTrees"	3	NA	"overstoryParam"	"plot"
"3379"	6	"I_6"	"I"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"
"3380"	6	"I_6"	"I"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"
"3381"	6	"I_6"	"I"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"
"3382"	6	"N_6"	"N"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"
"3383"	6	"N_6"	"N"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"
"3384"	6	"N_6"	"N"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"
"3385"	7	"I_7"	"I"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"
"3386"	7	"I_7"	"I"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"
"3387"	7	"I_7"	"I"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"
"3388"	7	"N_7"	"N"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"
"3389"	7	"N_7"	"N"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"
"3390"	7	"N_7"	"N"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"
"3391"	8	"I_8"	"I"	2011	"nTrees"	6	NA	"overstoryParam"	"plot"
"3392"	8	"I_8"	"I"	2012	"nTrees"	6	NA	"overstoryParam"	"plot"
"3393"	8	"I_8"	"I"	2013	"nTrees"	6	NA	"overstoryParam"	"plot"
"3394"	8	"N_8"	"N"	2011	"nTrees"	6	NA	"overstoryParam"	"plot"
"3395"	8	"N_8"	"N"	2012	"nTrees"	6	NA	"overstoryParam"	"plot"
"3396"	8	"N_8"	"N"	2013	"nTrees"	6	NA	"overstoryParam"	"plot"
"3397"	9	"I_9"	"I"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"
"3398"	9	"I_9"	"I"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"
"3399"	9	"I_9"	"I"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"
"3400"	9	"N_9"	"N"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"
"3401"	9	"N_9"	"N"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"
"3402"	9	"N_9"	"N"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"
"3403"	10	"I_10"	"I"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"
"3404"	10	"I_10"	"I"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"
"3405"	10	"I_10"	"I"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"
"3406"	10	"N_10"	"N"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"
"3407"	10	"N_10"	"N"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"
"3408"	10	"N_10"	"N"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"
"3409"	11	"I_11"	"I"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"
"3410"	11	"I_11"	"I"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"
"3411"	11	"I_11"	"I"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"
"3412"	11	"N_11"	"N"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"
"3413"	11	"N_11"	"N"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"
"3414"	11	"N_11"	"N"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"
"3415"	12	"I_12"	"I"	2011	"nTrees"	0	NA	"overstoryParam"	"plot"
"3416"	12	"I_12"	"I"	2012	"nTrees"	0	NA	"overstoryParam"	"plot"
"3417"	12	"I_12"	"I"	2013	"nTrees"	0	NA	"overstoryParam"	"plot"
"3418"	12	"N_12"	"N"	2011	"nTrees"	0	NA	"overstoryParam"	"plot"
"3419"	12	"N_12"	"N"	2012	"nTrees"	0	NA	"overstoryParam"	"plot"
"3420"	12	"N_12"	"N"	2013	"nTrees"	0	NA	"overstoryParam"	"plot"
"3421"	13	"I_13"	"I"	2011	"nTrees"	6	NA	"overstoryParam"	"plot"
"3422"	13	"I_13"	"I"	2012	"nTrees"	6	NA	"overstoryParam"	"plot"
"3423"	13	"I_13"	"I"	2013	"nTrees"	6	NA	"overstoryParam"	"plot"
"3424"	13	"N_13"	"N"	2011	"nTrees"	6	NA	"overstoryParam"	"plot"
"3425"	13	"N_13"	"N"	2012	"nTrees"	6	NA	"overstoryParam"	"plot"
"3426"	13	"N_13"	"N"	2013	"nTrees"	6	NA	"overstoryParam"	"plot"
"3427"	14	"I_14"	"I"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"
"3428"	14	"I_14"	"I"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"
"3429"	14	"I_14"	"I"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"
"3430"	14	"N_14"	"N"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"
"3431"	14	"N_14"	"N"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"
"3432"	14	"N_14"	"N"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"
"3433"	15	"I_15"	"I"	2011	"nTrees"	0	NA	"overstoryParam"	"plot"
"3434"	15	"I_15"	"I"	2012	"nTrees"	0	NA	"overstoryParam"	"plot"
"3435"	15	"I_15"	"I"	2013	"nTrees"	0	NA	"overstoryParam"	"plot"
"3436"	15	"N_15"	"N"	2011	"nTrees"	0	NA	"overstoryParam"	"plot"
"3437"	15	"N_15"	"N"	2012	"nTrees"	0	NA	"overstoryParam"	"plot"
"3438"	15	"N_15"	"N"	2013	"nTrees"	0	NA	"overstoryParam"	"plot"
"3439"	16	"I_16"	"I"	2011	"nTrees"	9	NA	"overstoryParam"	"plot"
"3440"	16	"I_16"	"I"	2012	"nTrees"	9	NA	"overstoryParam"	"plot"
"3441"	16	"I_16"	"I"	2013	"nTrees"	9	NA	"overstoryParam"	"plot"
"3442"	16	"N_16"	"N"	2011	"nTrees"	9	NA	"overstoryParam"	"plot"
"3443"	16	"N_16"	"N"	2012	"nTrees"	9	NA	"overstoryParam"	"plot"
"3444"	16	"N_16"	"N"	2013	"nTrees"	9	NA	"overstoryParam"	"plot"
"3445"	17	"I_17"	"I"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"
"3446"	17	"I_17"	"I"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"
"3447"	17	"I_17"	"I"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"
"3448"	17	"N_17"	"N"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"
"3449"	17	"N_17"	"N"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"
"3450"	17	"N_17"	"N"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"
"3451"	18	"I_18"	"I"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"
"3452"	18	"I_18"	"I"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"
"3453"	18	"I_18"	"I"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"
"3454"	18	"N_18"	"N"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"
"3455"	18	"N_18"	"N"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"
"3456"	18	"N_18"	"N"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"
"3457"	1	"I_1"	"I"	2011	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"
"3458"	1	"I_1"	"I"	2012	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"
"3459"	1	"I_1"	"I"	2013	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"
"3460"	1	"N_1"	"N"	2011	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"
"3461"	1	"N_1"	"N"	2012	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"
"3462"	1	"N_1"	"N"	2013	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"
"3463"	2	"I_2"	"I"	2011	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"
"3464"	2	"I_2"	"I"	2012	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"
"3465"	2	"I_2"	"I"	2013	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"
"3466"	2	"N_2"	"N"	2011	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"
"3467"	2	"N_2"	"N"	2012	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"
"3468"	2	"N_2"	"N"	2013	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"
"3469"	3	"I_3"	"I"	2011	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"
"3470"	3	"I_3"	"I"	2012	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"
"3471"	3	"I_3"	"I"	2013	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"
