"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"depth"	"varType"	"measLevel"	"variable1"
"355"	2	"N_2"	"N"	2012	"minzd_T"	0.1117	"T"	"measCat"	"plothalf"	"minzd_T_N"
"356"	2	"N_2"	"N"	2013	"minzd_T"	-0.0342	"T"	"measCat"	"plothalf"	"minzd_T_N"
"357"	3	"I_3"	"I"	2012	"minzd_T"	0.0368	"T"	"measCat"	"plothalf"	"minzd_T_I"
"358"	3	"I_3"	"I"	2013	"minzd_T"	0.1592	"T"	"measCat"	"plothalf"	"minzd_T_I"
"359"	3	"N_3"	"N"	2012	"minzd_T"	0.1916	"T"	"measCat"	"plothalf"	"minzd_T_N"
"360"	3	"N_3"	"N"	2013	"minzd_T"	0.3875	"T"	"measCat"	"plothalf"	"minzd_T_N"
"361"	4	"I_4"	"I"	2012	"minzd_T"	0.0923	"T"	"measCat"	"plothalf"	"minzd_T_I"
"362"	4	"I_4"	"I"	2013	"minzd_T"	0.2917	"T"	"measCat"	"plothalf"	"minzd_T_I"
"363"	4	"N_4"	"N"	2012	"minzd_T"	0.0511	"T"	"measCat"	"plothalf"	"minzd_T_N"
"364"	4	"N_4"	"N"	2013	"minzd_T"	0.2496	"T"	"measCat"	"plothalf"	"minzd_T_N"
"365"	5	"I_5"	"I"	2012	"minzd_T"	0.1037	"T"	"measCat"	"plothalf"	"minzd_T_I"
"366"	5	"I_5"	"I"	2013	"minzd_T"	0.8831	"T"	"measCat"	"plothalf"	"minzd_T_I"
"367"	5	"N_5"	"N"	2012	"minzd_T"	0.2445	"T"	"measCat"	"plothalf"	"minzd_T_N"
"368"	5	"N_5"	"N"	2013	"minzd_T"	0.6369	"T"	"measCat"	"plothalf"	"minzd_T_N"
"369"	6	"I_6"	"I"	2012	"minzd_T"	0.0659	"T"	"measCat"	"plothalf"	"minzd_T_I"
"370"	6	"I_6"	"I"	2013	"minzd_T"	0.2288	"T"	"measCat"	"plothalf"	"minzd_T_I"
"371"	6	"N_6"	"N"	2012	"minzd_T"	0.0887	"T"	"measCat"	"plothalf"	"minzd_T_N"
"372"	6	"N_6"	"N"	2013	"minzd_T"	0.3627	"T"	"measCat"	"plothalf"	"minzd_T_N"
"373"	7	"I_7"	"I"	2012	"minzd_T"	0.4369	"T"	"measCat"	"plothalf"	"minzd_T_I"
"374"	7	"I_7"	"I"	2013	"minzd_T"	-0.0467	"T"	"measCat"	"plothalf"	"minzd_T_I"
"375"	7	"N_7"	"N"	2012	"minzd_T"	0.6716	"T"	"measCat"	"plothalf"	"minzd_T_N"
"376"	7	"N_7"	"N"	2013	"minzd_T"	1.3092	"T"	"measCat"	"plothalf"	"minzd_T_N"
"377"	8	"I_8"	"I"	2012	"minzd_T"	0.0057	"T"	"measCat"	"plothalf"	"minzd_T_I"
"378"	8	"I_8"	"I"	2013	"minzd_T"	0.2742	"T"	"measCat"	"plothalf"	"minzd_T_I"
"379"	8	"N_8"	"N"	2012	"minzd_T"	0.0638	"T"	"measCat"	"plothalf"	"minzd_T_N"
"380"	8	"N_8"	"N"	2013	"minzd_T"	0.4469	"T"	"measCat"	"plothalf"	"minzd_T_N"
"381"	9	"I_9"	"I"	2012	"minzd_T"	0.2534	"T"	"measCat"	"plothalf"	"minzd_T_I"
"382"	9	"I_9"	"I"	2013	"minzd_T"	0.3975	"T"	"measCat"	"plothalf"	"minzd_T_I"
"383"	9	"N_9"	"N"	2012	"minzd_T"	0.2285	"T"	"measCat"	"plothalf"	"minzd_T_N"
"384"	9	"N_9"	"N"	2013	"minzd_T"	-0.1435	"T"	"measCat"	"plothalf"	"minzd_T_N"
"385"	1	"I_1"	"I"	2012	"nhi_B"	1.4691	"B"	"measCat"	"plothalf"	"nhi_B_I"
"386"	1	"I_1"	"I"	2013	"nhi_B"	1.261	"B"	"measCat"	"plothalf"	"nhi_B_I"
"387"	1	"N_1"	"N"	2012	"nhi_B"	1.2023	"B"	"measCat"	"plothalf"	"nhi_B_N"
"388"	1	"N_1"	"N"	2013	"nhi_B"	1.0083	"B"	"measCat"	"plothalf"	"nhi_B_N"
"389"	10	"I_10"	"I"	2012	"nhi_B"	3.2933	"B"	"measCat"	"plothalf"	"nhi_B_I"
"390"	10	"I_10"	"I"	2013	"nhi_B"	4.741	"B"	"measCat"	"plothalf"	"nhi_B_I"
"391"	10	"N_10"	"N"	2012	"nhi_B"	3.0485	"B"	"measCat"	"plothalf"	"nhi_B_N"
"392"	10	"N_10"	"N"	2013	"nhi_B"	2.7923	"B"	"measCat"	"plothalf"	"nhi_B_N"
"393"	11	"I_11"	"I"	2012	"nhi_B"	1.2348	"B"	"measCat"	"plothalf"	"nhi_B_I"
"394"	11	"I_11"	"I"	2013	"nhi_B"	1.4971	"B"	"measCat"	"plothalf"	"nhi_B_I"
"395"	11	"N_11"	"N"	2012	"nhi_B"	2.297	"B"	"measCat"	"plothalf"	"nhi_B_N"
"396"	11	"N_11"	"N"	2013	"nhi_B"	3.9632	"B"	"measCat"	"plothalf"	"nhi_B_N"
"397"	13	"I_13"	"I"	2012	"nhi_B"	3.0433	"B"	"measCat"	"plothalf"	"nhi_B_I"
"398"	13	"I_13"	"I"	2013	"nhi_B"	3.7943	"B"	"measCat"	"plothalf"	"nhi_B_I"
"399"	13	"N_13"	"N"	2012	"nhi_B"	2.7087	"B"	"measCat"	"plothalf"	"nhi_B_N"
"400"	13	"N_13"	"N"	2013	"nhi_B"	5.6123	"B"	"measCat"	"plothalf"	"nhi_B_N"
"401"	14	"I_14"	"I"	2012	"nhi_B"	1.9593	"B"	"measCat"	"plothalf"	"nhi_B_I"
"402"	14	"I_14"	"I"	2013	"nhi_B"	1.3111	"B"	"measCat"	"plothalf"	"nhi_B_I"
"403"	14	"N_14"	"N"	2012	"nhi_B"	1.8156	"B"	"measCat"	"plothalf"	"nhi_B_N"
"404"	14	"N_14"	"N"	2013	"nhi_B"	2.8762	"B"	"measCat"	"plothalf"	"nhi_B_N"
"405"	16	"I_16"	"I"	2012	"nhi_B"	0.9594	"B"	"measCat"	"plothalf"	"nhi_B_I"
"406"	16	"I_16"	"I"	2013	"nhi_B"	1.4236	"B"	"measCat"	"plothalf"	"nhi_B_I"
"407"	16	"N_16"	"N"	2012	"nhi_B"	0.8918	"B"	"measCat"	"plothalf"	"nhi_B_N"
"408"	16	"N_16"	"N"	2013	"nhi_B"	1.37	"B"	"measCat"	"plothalf"	"nhi_B_N"
"409"	17	"I_17"	"I"	2012	"nhi_B"	2.8811	"B"	"measCat"	"plothalf"	"nhi_B_I"
"410"	17	"I_17"	"I"	2013	"nhi_B"	3.2806	"B"	"measCat"	"plothalf"	"nhi_B_I"
"411"	17	"N_17"	"N"	2012	"nhi_B"	3.11	"B"	"measCat"	"plothalf"	"nhi_B_N"
"412"	17	"N_17"	"N"	2013	"nhi_B"	3.7437	"B"	"measCat"	"plothalf"	"nhi_B_N"
"413"	18	"I_18"	"I"	2012	"nhi_B"	1.7542	"B"	"measCat"	"plothalf"	"nhi_B_I"
"414"	18	"I_18"	"I"	2013	"nhi_B"	2.6959	"B"	"measCat"	"plothalf"	"nhi_B_I"
"415"	18	"N_18"	"N"	2012	"nhi_B"	2.2746	"B"	"measCat"	"plothalf"	"nhi_B_N"
"416"	18	"N_18"	"N"	2013	"nhi_B"	2.0362	"B"	"measCat"	"plothalf"	"nhi_B_N"
"417"	2	"I_2"	"I"	2012	"nhi_B"	1.2024	"B"	"measCat"	"plothalf"	"nhi_B_I"
"418"	2	"I_2"	"I"	2013	"nhi_B"	1.6352	"B"	"measCat"	"plothalf"	"nhi_B_I"
"419"	2	"N_2"	"N"	2012	"nhi_B"	0.9158	"B"	"measCat"	"plothalf"	"nhi_B_N"
"420"	2	"N_2"	"N"	2013	"nhi_B"	1.35	"B"	"measCat"	"plothalf"	"nhi_B_N"
"421"	3	"I_3"	"I"	2012	"nhi_B"	1.8162	"B"	"measCat"	"plothalf"	"nhi_B_I"
"422"	3	"I_3"	"I"	2013	"nhi_B"	1.6917	"B"	"measCat"	"plothalf"	"nhi_B_I"
"423"	3	"N_3"	"N"	2012	"nhi_B"	1.8128	"B"	"measCat"	"plothalf"	"nhi_B_N"
"424"	3	"N_3"	"N"	2013	"nhi_B"	2.1452	"B"	"measCat"	"plothalf"	"nhi_B_N"
"425"	4	"I_4"	"I"	2012	"nhi_B"	2.0361	"B"	"measCat"	"plothalf"	"nhi_B_I"
"426"	4	"I_4"	"I"	2013	"nhi_B"	2.2926	"B"	"measCat"	"plothalf"	"nhi_B_I"
"427"	4	"N_4"	"N"	2012	"nhi_B"	2.0769	"B"	"measCat"	"plothalf"	"nhi_B_N"
"428"	4	"N_4"	"N"	2013	"nhi_B"	1.1532	"B"	"measCat"	"plothalf"	"nhi_B_N"
"429"	5	"I_5"	"I"	2012	"nhi_B"	2.1334	"B"	"measCat"	"plothalf"	"nhi_B_I"
"430"	5	"I_5"	"I"	2013	"nhi_B"	1.0899	"B"	"measCat"	"plothalf"	"nhi_B_I"
"431"	5	"N_5"	"N"	2012	"nhi_B"	6.49	"B"	"measCat"	"plothalf"	"nhi_B_N"
"432"	5	"N_5"	"N"	2013	"nhi_B"	0.7575	"B"	"measCat"	"plothalf"	"nhi_B_N"
"433"	6	"I_6"	"I"	2012	"nhi_B"	1.3558	"B"	"measCat"	"plothalf"	"nhi_B_I"
"434"	6	"I_6"	"I"	2013	"nhi_B"	0.925	"B"	"measCat"	"plothalf"	"nhi_B_I"
"435"	6	"N_6"	"N"	2012	"nhi_B"	1.8004	"B"	"measCat"	"plothalf"	"nhi_B_N"
"436"	6	"N_6"	"N"	2013	"nhi_B"	0.7169	"B"	"measCat"	"plothalf"	"nhi_B_N"
"437"	7	"I_7"	"I"	2012	"nhi_B"	1.5232	"B"	"measCat"	"plothalf"	"nhi_B_I"
"438"	7	"I_7"	"I"	2013	"nhi_B"	2.6207	"B"	"measCat"	"plothalf"	"nhi_B_I"
"439"	7	"N_7"	"N"	2012	"nhi_B"	0.8709	"B"	"measCat"	"plothalf"	"nhi_B_N"
"440"	7	"N_7"	"N"	2013	"nhi_B"	3.6827	"B"	"measCat"	"plothalf"	"nhi_B_N"
"441"	8	"I_8"	"I"	2012	"nhi_B"	1.8695	"B"	"measCat"	"plothalf"	"nhi_B_I"
"442"	8	"I_8"	"I"	2013	"nhi_B"	2.5543	"B"	"measCat"	"plothalf"	"nhi_B_I"
"443"	8	"N_8"	"N"	2012	"nhi_B"	2.5607	"B"	"measCat"	"plothalf"	"nhi_B_N"
"444"	8	"N_8"	"N"	2013	"nhi_B"	1.7677	"B"	"measCat"	"plothalf"	"nhi_B_N"
"445"	9	"I_9"	"I"	2012	"nhi_B"	1.5145	"B"	"measCat"	"plothalf"	"nhi_B_I"
"446"	9	"I_9"	"I"	2013	"nhi_B"	3.073	"B"	"measCat"	"plothalf"	"nhi_B_I"
"447"	9	"N_9"	"N"	2012	"nhi_B"	1.0714	"B"	"measCat"	"plothalf"	"nhi_B_N"
"448"	9	"N_9"	"N"	2013	"nhi_B"	3.1081	"B"	"measCat"	"plothalf"	"nhi_B_N"
"513"	1	"I_1"	"I"	2012	"nhi_T"	2.0639	"T"	"measCat"	"plothalf"	"nhi_T_I"
"514"	1	"I_1"	"I"	2013	"nhi_T"	0.7451	"T"	"measCat"	"plothalf"	"nhi_T_I"
"515"	1	"N_1"	"N"	2012	"nhi_T"	2.1305	"T"	"measCat"	"plothalf"	"nhi_T_N"
"516"	1	"N_1"	"N"	2013	"nhi_T"	2.0194	"T"	"measCat"	"plothalf"	"nhi_T_N"
"517"	10	"I_10"	"I"	2012	"nhi_T"	3.3534	"T"	"measCat"	"plothalf"	"nhi_T_I"
"518"	10	"I_10"	"I"	2013	"nhi_T"	8.3859	"T"	"measCat"	"plothalf"	"nhi_T_I"
"519"	10	"N_10"	"N"	2012	"nhi_T"	4.67	"T"	"measCat"	"plothalf"	"nhi_T_N"
"520"	10	"N_10"	"N"	2013	"nhi_T"	4.526	"T"	"measCat"	"plothalf"	"nhi_T_N"
"521"	11	"I_11"	"I"	2012	"nhi_T"	2.874	"T"	"measCat"	"plothalf"	"nhi_T_I"
"522"	11	"I_11"	"I"	2013	"nhi_T"	3.1919	"T"	"measCat"	"plothalf"	"nhi_T_I"
"523"	11	"N_11"	"N"	2012	"nhi_T"	2.8057	"T"	"measCat"	"plothalf"	"nhi_T_N"
"524"	11	"N_11"	"N"	2013	"nhi_T"	6.1918	"T"	"measCat"	"plothalf"	"nhi_T_N"
"525"	13	"I_13"	"I"	2012	"nhi_T"	2.9705	"T"	"measCat"	"plothalf"	"nhi_T_I"
"526"	13	"I_13"	"I"	2013	"nhi_T"	3.598	"T"	"measCat"	"plothalf"	"nhi_T_I"
"527"	13	"N_13"	"N"	2012	"nhi_T"	2.3024	"T"	"measCat"	"plothalf"	"nhi_T_N"
"528"	13	"N_13"	"N"	2013	"nhi_T"	3.1204	"T"	"measCat"	"plothalf"	"nhi_T_N"
"529"	14	"I_14"	"I"	2012	"nhi_T"	2.8268	"T"	"measCat"	"plothalf"	"nhi_T_I"
"530"	14	"I_14"	"I"	2013	"nhi_T"	2.5971	"T"	"measCat"	"plothalf"	"nhi_T_I"
"531"	14	"N_14"	"N"	2012	"nhi_T"	1.6805	"T"	"measCat"	"plothalf"	"nhi_T_N"
"532"	14	"N_14"	"N"	2013	"nhi_T"	3.6079	"T"	"measCat"	"plothalf"	"nhi_T_N"
"533"	16	"I_16"	"I"	2012	"nhi_T"	1.8164	"T"	"measCat"	"plothalf"	"nhi_T_I"
"534"	16	"I_16"	"I"	2013	"nhi_T"	1.4583	"T"	"measCat"	"plothalf"	"nhi_T_I"
"535"	16	"N_16"	"N"	2012	"nhi_T"	1.1594	"T"	"measCat"	"plothalf"	"nhi_T_N"
"536"	16	"N_16"	"N"	2013	"nhi_T"	3.1769	"T"	"measCat"	"plothalf"	"nhi_T_N"
"537"	17	"I_17"	"I"	2012	"nhi_T"	11.6806	"T"	"measCat"	"plothalf"	"nhi_T_I"
"538"	17	"I_17"	"I"	2013	"nhi_T"	5.4732	"T"	"measCat"	"plothalf"	"nhi_T_I"
"539"	17	"N_17"	"N"	2012	"nhi_T"	3.2446	"T"	"measCat"	"plothalf"	"nhi_T_N"
"540"	17	"N_17"	"N"	2013	"nhi_T"	6.2877	"T"	"measCat"	"plothalf"	"nhi_T_N"
"541"	18	"I_18"	"I"	2012	"nhi_T"	5.1975	"T"	"measCat"	"plothalf"	"nhi_T_I"
"542"	18	"I_18"	"I"	2013	"nhi_T"	6.7716	"T"	"measCat"	"plothalf"	"nhi_T_I"
"543"	18	"N_18"	"N"	2012	"nhi_T"	6.1885	"T"	"measCat"	"plothalf"	"nhi_T_N"
"544"	18	"N_18"	"N"	2013	"nhi_T"	5.1574	"T"	"measCat"	"plothalf"	"nhi_T_N"
"545"	2	"I_2"	"I"	2012	"nhi_T"	2.3325	"T"	"measCat"	"plothalf"	"nhi_T_I"
"546"	2	"I_2"	"I"	2013	"nhi_T"	2.1548	"T"	"measCat"	"plothalf"	"nhi_T_I"
"547"	2	"N_2"	"N"	2012	"nhi_T"	2.3465	"T"	"measCat"	"plothalf"	"nhi_T_N"
"548"	2	"N_2"	"N"	2013	"nhi_T"	3.8264	"T"	"measCat"	"plothalf"	"nhi_T_N"
"549"	3	"I_3"	"I"	2012	"nhi_T"	1.7023	"T"	"measCat"	"plothalf"	"nhi_T_I"
"550"	3	"I_3"	"I"	2013	"nhi_T"	3.196	"T"	"measCat"	"plothalf"	"nhi_T_I"
"551"	3	"N_3"	"N"	2012	"nhi_T"	1.6032	"T"	"measCat"	"plothalf"	"nhi_T_N"
"552"	3	"N_3"	"N"	2013	"nhi_T"	2.3711	"T"	"measCat"	"plothalf"	"nhi_T_N"
"553"	4	"I_4"	"I"	2012	"nhi_T"	1.2927	"T"	"measCat"	"plothalf"	"nhi_T_I"
"554"	4	"I_4"	"I"	2013	"nhi_T"	4.8382	"T"	"measCat"	"plothalf"	"nhi_T_I"
"555"	4	"N_4"	"N"	2012	"nhi_T"	2.5754	"T"	"measCat"	"plothalf"	"nhi_T_N"
"556"	4	"N_4"	"N"	2013	"nhi_T"	1.794	"T"	"measCat"	"plothalf"	"nhi_T_N"
"557"	5	"I_5"	"I"	2012	"nhi_T"	1.0266	"T"	"measCat"	"plothalf"	"nhi_T_I"
"558"	5	"I_5"	"I"	2013	"nhi_T"	2.8383	"T"	"measCat"	"plothalf"	"nhi_T_I"
"559"	5	"N_5"	"N"	2012	"nhi_T"	5.3734	"T"	"measCat"	"plothalf"	"nhi_T_N"
"560"	5	"N_5"	"N"	2013	"nhi_T"	1.3791	"T"	"measCat"	"plothalf"	"nhi_T_N"
"561"	6	"I_6"	"I"	2012	"nhi_T"	2.6789	"T"	"measCat"	"plothalf"	"nhi_T_I"
"562"	6	"I_6"	"I"	2013	"nhi_T"	0.9186	"T"	"measCat"	"plothalf"	"nhi_T_I"
"563"	6	"N_6"	"N"	2012	"nhi_T"	2.4949	"T"	"measCat"	"plothalf"	"nhi_T_N"
"564"	6	"N_6"	"N"	2013	"nhi_T"	0.5682	"T"	"measCat"	"plothalf"	"nhi_T_N"
"565"	7	"I_7"	"I"	2012	"nhi_T"	2.5031	"T"	"measCat"	"plothalf"	"nhi_T_I"
"566"	7	"I_7"	"I"	2013	"nhi_T"	2.7869	"T"	"measCat"	"plothalf"	"nhi_T_I"
"567"	7	"N_7"	"N"	2012	"nhi_T"	3.2656	"T"	"measCat"	"plothalf"	"nhi_T_N"
"568"	7	"N_7"	"N"	2013	"nhi_T"	0.6724	"T"	"measCat"	"plothalf"	"nhi_T_N"
"569"	8	"I_8"	"I"	2012	"nhi_T"	2.2785	"T"	"measCat"	"plothalf"	"nhi_T_I"
"570"	8	"I_8"	"I"	2013	"nhi_T"	1.95	"T"	"measCat"	"plothalf"	"nhi_T_I"
"571"	8	"N_8"	"N"	2012	"nhi_T"	2.1979	"T"	"measCat"	"plothalf"	"nhi_T_N"
"572"	8	"N_8"	"N"	2013	"nhi_T"	2.0145	"T"	"measCat"	"plothalf"	"nhi_T_N"
"573"	9	"I_9"	"I"	2012	"nhi_T"	2.3112	"T"	"measCat"	"plothalf"	"nhi_T_I"
"574"	9	"I_9"	"I"	2013	"nhi_T"	1.6463	"T"	"measCat"	"plothalf"	"nhi_T_I"
"575"	9	"N_9"	"N"	2012	"nhi_T"	2.1898	"T"	"measCat"	"plothalf"	"nhi_T_N"
"576"	9	"N_9"	"N"	2013	"nhi_T"	1.9715	"T"	"measCat"	"plothalf"	"nhi_T_N"
"577"	1	"I_1"	"I"	2012	"nitrifd_B"	0.1104	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"578"	1	"I_1"	"I"	2013	"nitrifd_B"	-0.0079	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"579"	1	"N_1"	"N"	2012	"nitrifd_B"	-0.0484	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"580"	1	"N_1"	"N"	2013	"nitrifd_B"	NA	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"581"	10	"I_10"	"I"	2012	"nitrifd_B"	0.806	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"582"	10	"I_10"	"I"	2013	"nitrifd_B"	0.1585	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"583"	10	"N_10"	"N"	2012	"nitrifd_B"	0.2484	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"584"	10	"N_10"	"N"	2013	"nitrifd_B"	0.2988	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"585"	11	"I_11"	"I"	2012	"nitrifd_B"	0.1963	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"586"	11	"I_11"	"I"	2013	"nitrifd_B"	-0.0063	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"587"	11	"N_11"	"N"	2012	"nitrifd_B"	0.045	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"588"	11	"N_11"	"N"	2013	"nitrifd_B"	0.125	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"589"	13	"I_13"	"I"	2012	"nitrifd_B"	-0.0311	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"590"	13	"I_13"	"I"	2013	"nitrifd_B"	0.0174	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"591"	13	"N_13"	"N"	2012	"nitrifd_B"	-0.0056	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"592"	13	"N_13"	"N"	2013	"nitrifd_B"	-0.0144	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"593"	14	"I_14"	"I"	2012	"nitrifd_B"	0.1059	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"594"	14	"I_14"	"I"	2013	"nitrifd_B"	0.0393	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"595"	14	"N_14"	"N"	2012	"nitrifd_B"	0.0344	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"596"	14	"N_14"	"N"	2013	"nitrifd_B"	0.2705	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"597"	16	"I_16"	"I"	2012	"nitrifd_B"	0.0136	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"598"	16	"I_16"	"I"	2013	"nitrifd_B"	0.0959	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"599"	16	"N_16"	"N"	2012	"nitrifd_B"	0.0286	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"600"	16	"N_16"	"N"	2013	"nitrifd_B"	0.1045	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"601"	17	"I_17"	"I"	2012	"nitrifd_B"	0.2192	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"602"	17	"I_17"	"I"	2013	"nitrifd_B"	0.1712	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"603"	17	"N_17"	"N"	2012	"nitrifd_B"	-0.0093	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"604"	17	"N_17"	"N"	2013	"nitrifd_B"	0.1694	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"605"	18	"I_18"	"I"	2012	"nitrifd_B"	0.0739	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"606"	18	"I_18"	"I"	2013	"nitrifd_B"	0.0641	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"607"	18	"N_18"	"N"	2012	"nitrifd_B"	-0.0039	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"608"	18	"N_18"	"N"	2013	"nitrifd_B"	0.056	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"609"	2	"I_2"	"I"	2012	"nitrifd_B"	-0.0147	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"610"	2	"I_2"	"I"	2013	"nitrifd_B"	0.0855	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"611"	2	"N_2"	"N"	2012	"nitrifd_B"	-0.0192	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"612"	2	"N_2"	"N"	2013	"nitrifd_B"	0.0356	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"613"	3	"I_3"	"I"	2012	"nitrifd_B"	0.0023	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"614"	3	"I_3"	"I"	2013	"nitrifd_B"	0.0774	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"615"	3	"N_3"	"N"	2012	"nitrifd_B"	-0.0061	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"616"	3	"N_3"	"N"	2013	"nitrifd_B"	0.0941	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"617"	4	"I_4"	"I"	2012	"nitrifd_B"	0.0651	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"618"	4	"I_4"	"I"	2013	"nitrifd_B"	0.0633	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"619"	4	"N_4"	"N"	2012	"nitrifd_B"	0.0262	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"620"	4	"N_4"	"N"	2013	"nitrifd_B"	0.2695	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"621"	5	"I_5"	"I"	2012	"nitrifd_B"	NA	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"622"	5	"I_5"	"I"	2013	"nitrifd_B"	0.1093	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"623"	5	"N_5"	"N"	2012	"nitrifd_B"	0.1221	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"624"	5	"N_5"	"N"	2013	"nitrifd_B"	0.205	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"625"	6	"I_6"	"I"	2012	"nitrifd_B"	0.0252	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"626"	6	"I_6"	"I"	2013	"nitrifd_B"	0.0919	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"627"	6	"N_6"	"N"	2012	"nitrifd_B"	0.0067	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"628"	6	"N_6"	"N"	2013	"nitrifd_B"	0.0559	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"629"	7	"I_7"	"I"	2012	"nitrifd_B"	0.0794	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"630"	7	"I_7"	"I"	2013	"nitrifd_B"	0.6954	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"631"	7	"N_7"	"N"	2012	"nitrifd_B"	0.2436	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"632"	7	"N_7"	"N"	2013	"nitrifd_B"	0.5452	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"633"	8	"I_8"	"I"	2012	"nitrifd_B"	0.0648	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"634"	8	"I_8"	"I"	2013	"nitrifd_B"	0.398	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"635"	8	"N_8"	"N"	2012	"nitrifd_B"	0.186	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"636"	8	"N_8"	"N"	2013	"nitrifd_B"	0.2787	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"637"	9	"I_9"	"I"	2012	"nitrifd_B"	0.1273	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"638"	9	"I_9"	"I"	2013	"nitrifd_B"	0.5098	"B"	"measCat"	"plothalf"	"nitrifd_B_I"
"639"	9	"N_9"	"N"	2012	"nitrifd_B"	-0.0048	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"640"	9	"N_9"	"N"	2013	"nitrifd_B"	0.0579	"B"	"measCat"	"plothalf"	"nitrifd_B_N"
"705"	1	"I_1"	"I"	2012	"nitrifd_T"	0.0041	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"706"	1	"I_1"	"I"	2013	"nitrifd_T"	0.087	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"707"	1	"N_1"	"N"	2012	"nitrifd_T"	-0.0266	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"708"	1	"N_1"	"N"	2013	"nitrifd_T"	0.1902	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"709"	10	"I_10"	"I"	2012	"nitrifd_T"	0.4266	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"710"	10	"I_10"	"I"	2013	"nitrifd_T"	1.4685	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
"711"	10	"N_10"	"N"	2012	"nitrifd_T"	0.2173	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"712"	10	"N_10"	"N"	2013	"nitrifd_T"	0.2088	"T"	"measCat"	"plothalf"	"nitrifd_T_N"
"713"	11	"I_11"	"I"	2012	"nitrifd_T"	0.2241	"T"	"measCat"	"plothalf"	"nitrifd_T_I"
