"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"depth"	"varType"	"measLevel"	"variable1"
"2211"	2	"N_2"	"N"	2012	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"2212"	2	"N_2"	"N"	2013	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"2213"	3	"I_3"	"I"	2012	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"2214"	3	"I_3"	"I"	2013	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"2215"	3	"N_3"	"N"	2012	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"2216"	3	"N_3"	"N"	2013	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"2217"	4	"I_4"	"I"	2012	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"2218"	4	"I_4"	"I"	2013	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"2219"	4	"N_4"	"N"	2012	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"2220"	4	"N_4"	"N"	2013	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"2221"	5	"I_5"	"I"	2012	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"2222"	5	"I_5"	"I"	2013	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"2223"	5	"N_5"	"N"	2012	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"2224"	5	"N_5"	"N"	2013	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"2225"	6	"I_6"	"I"	2012	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"2226"	6	"I_6"	"I"	2013	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"2227"	6	"N_6"	"N"	2012	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"2228"	6	"N_6"	"N"	2013	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"2229"	7	"I_7"	"I"	2012	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"2230"	7	"I_7"	"I"	2013	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"2231"	7	"N_7"	"N"	2012	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"2232"	7	"N_7"	"N"	2013	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"2233"	8	"I_8"	"I"	2012	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"2234"	8	"I_8"	"I"	2013	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"2235"	8	"N_8"	"N"	2012	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"2236"	8	"N_8"	"N"	2013	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"2237"	9	"I_9"	"I"	2012	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"2238"	9	"I_9"	"I"	2013	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"2239"	9	"N_9"	"N"	2012	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"2240"	9	"N_9"	"N"	2013	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"2241"	1	"I_1"	"I"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2242"	1	"I_1"	"I"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2243"	1	"N_1"	"N"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2244"	1	"N_1"	"N"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2245"	10	"I_10"	"I"	2012	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2246"	10	"I_10"	"I"	2013	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2247"	10	"N_10"	"N"	2012	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2248"	10	"N_10"	"N"	2013	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2249"	11	"I_11"	"I"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2250"	11	"I_11"	"I"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2251"	11	"N_11"	"N"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2252"	11	"N_11"	"N"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2253"	13	"I_13"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2254"	13	"I_13"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2255"	13	"N_13"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2256"	13	"N_13"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2257"	14	"I_14"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2258"	14	"I_14"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2259"	14	"N_14"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2260"	14	"N_14"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2261"	16	"I_16"	"I"	2012	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2262"	16	"I_16"	"I"	2013	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2263"	16	"N_16"	"N"	2012	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2264"	16	"N_16"	"N"	2013	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2265"	17	"I_17"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2266"	17	"I_17"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2267"	17	"N_17"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2268"	17	"N_17"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2269"	18	"I_18"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2270"	18	"I_18"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2271"	18	"N_18"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2272"	18	"N_18"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2273"	2	"I_2"	"I"	2012	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2274"	2	"I_2"	"I"	2013	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2275"	2	"N_2"	"N"	2012	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2276"	2	"N_2"	"N"	2013	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2277"	3	"I_3"	"I"	2012	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2278"	3	"I_3"	"I"	2013	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2279"	3	"N_3"	"N"	2012	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2280"	3	"N_3"	"N"	2013	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2281"	4	"I_4"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2282"	4	"I_4"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2283"	4	"N_4"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2284"	4	"N_4"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2285"	5	"I_5"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2286"	5	"I_5"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2287"	5	"N_5"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2288"	5	"N_5"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2289"	6	"I_6"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2290"	6	"I_6"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2291"	6	"N_6"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2292"	6	"N_6"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2293"	7	"I_7"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2294"	7	"I_7"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2295"	7	"N_7"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2296"	7	"N_7"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2297"	8	"I_8"	"I"	2012	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2298"	8	"I_8"	"I"	2013	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2299"	8	"N_8"	"N"	2012	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2300"	8	"N_8"	"N"	2013	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2301"	9	"I_9"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2302"	9	"I_9"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2303"	9	"N_9"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2304"	9	"N_9"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"2305"	1	"I_1"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2306"	1	"I_1"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2307"	1	"N_1"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2308"	1	"N_1"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2309"	10	"I_10"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2310"	10	"I_10"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2311"	10	"N_10"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2312"	10	"N_10"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2313"	11	"I_11"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2314"	11	"I_11"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2315"	11	"N_11"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2316"	11	"N_11"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2317"	13	"I_13"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2318"	13	"I_13"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2319"	13	"N_13"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2320"	13	"N_13"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2321"	14	"I_14"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2322"	14	"I_14"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2323"	14	"N_14"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2324"	14	"N_14"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2325"	16	"I_16"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2326"	16	"I_16"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2327"	16	"N_16"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2328"	16	"N_16"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2329"	17	"I_17"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2330"	17	"I_17"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2331"	17	"N_17"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2332"	17	"N_17"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2333"	18	"I_18"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2334"	18	"I_18"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2335"	18	"N_18"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2336"	18	"N_18"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2337"	2	"I_2"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2338"	2	"I_2"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2339"	2	"N_2"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2340"	2	"N_2"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2341"	3	"I_3"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2342"	3	"I_3"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2343"	3	"N_3"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2344"	3	"N_3"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2345"	4	"I_4"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2346"	4	"I_4"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2347"	4	"N_4"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2348"	4	"N_4"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2349"	5	"I_5"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2350"	5	"I_5"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2351"	5	"N_5"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2352"	5	"N_5"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2353"	6	"I_6"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2354"	6	"I_6"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2355"	6	"N_6"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2356"	6	"N_6"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2357"	7	"I_7"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2358"	7	"I_7"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2359"	7	"N_7"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2360"	7	"N_7"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2361"	8	"I_8"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2362"	8	"I_8"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2363"	8	"N_8"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2364"	8	"N_8"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2365"	9	"I_9"	"I"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2366"	9	"I_9"	"I"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_I"
"2367"	9	"N_9"	"N"	2012	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2368"	9	"N_9"	"N"	2013	"yearInv"	NA	NA	NA	"plothalf"	"yearInv_N"
"2369"	1	"I_1"	"I"	2012	"percpar.AggY"	46.3966666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2370"	1	"I_1"	"I"	2013	"percpar.AggY"	46.3966666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2371"	1	"N_1"	"N"	2012	"percpar.AggY"	53.0866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2372"	1	"N_1"	"N"	2013	"percpar.AggY"	53.0866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2373"	10	"I_10"	"I"	2012	"percpar.AggY"	6.27	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2374"	10	"I_10"	"I"	2013	"percpar.AggY"	6.27	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2375"	10	"N_10"	"N"	2012	"percpar.AggY"	16.8833333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2376"	10	"N_10"	"N"	2013	"percpar.AggY"	16.8833333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2377"	11	"I_11"	"I"	2012	"percpar.AggY"	65.9866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2378"	11	"I_11"	"I"	2013	"percpar.AggY"	65.9866666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2379"	11	"N_11"	"N"	2012	"percpar.AggY"	31.5733333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2380"	11	"N_11"	"N"	2013	"percpar.AggY"	31.5733333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2381"	13	"I_13"	"I"	2012	"percpar.AggY"	9.41	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2382"	13	"I_13"	"I"	2013	"percpar.AggY"	9.41	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2383"	13	"N_13"	"N"	2012	"percpar.AggY"	5.65333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2384"	13	"N_13"	"N"	2013	"percpar.AggY"	5.65333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2385"	14	"I_14"	"I"	2012	"percpar.AggY"	6.17333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2386"	14	"I_14"	"I"	2013	"percpar.AggY"	6.17333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2387"	14	"N_14"	"N"	2012	"percpar.AggY"	6.64666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2388"	14	"N_14"	"N"	2013	"percpar.AggY"	6.64666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2389"	16	"I_16"	"I"	2012	"percpar.AggY"	12.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2390"	16	"I_16"	"I"	2013	"percpar.AggY"	12.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2391"	16	"N_16"	"N"	2012	"percpar.AggY"	4.75	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2392"	16	"N_16"	"N"	2013	"percpar.AggY"	4.75	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2393"	17	"I_17"	"I"	2012	"percpar.AggY"	7.35333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2394"	17	"I_17"	"I"	2013	"percpar.AggY"	7.35333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2395"	17	"N_17"	"N"	2012	"percpar.AggY"	5.70666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2396"	17	"N_17"	"N"	2013	"percpar.AggY"	5.70666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2397"	18	"I_18"	"I"	2012	"percpar.AggY"	4.36666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2398"	18	"I_18"	"I"	2013	"percpar.AggY"	4.36666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2399"	18	"N_18"	"N"	2012	"percpar.AggY"	3.51333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2400"	18	"N_18"	"N"	2013	"percpar.AggY"	3.51333333333333	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2401"	2	"I_2"	"I"	2012	"percpar.AggY"	4.35666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2402"	2	"I_2"	"I"	2013	"percpar.AggY"	4.35666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2403"	2	"N_2"	"N"	2012	"percpar.AggY"	9.63666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2404"	2	"N_2"	"N"	2013	"percpar.AggY"	9.63666666666667	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2405"	3	"I_3"	"I"	2012	"percpar.AggY"	6.09	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2406"	3	"I_3"	"I"	2013	"percpar.AggY"	6.09	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2407"	3	"N_3"	"N"	2012	"percpar.AggY"	9.04	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2408"	3	"N_3"	"N"	2013	"percpar.AggY"	9.04	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2409"	4	"I_4"	"I"	2012	"percpar.AggY"	2.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2410"	4	"I_4"	"I"	2013	"percpar.AggY"	2.26	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2411"	4	"N_4"	"N"	2012	"percpar.AggY"	1.57	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2412"	4	"N_4"	"N"	2013	"percpar.AggY"	1.57	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2413"	5	"I_5"	"I"	2012	"percpar.AggY"	4.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2414"	5	"I_5"	"I"	2013	"percpar.AggY"	4.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2415"	5	"N_5"	"N"	2012	"percpar.AggY"	4.49	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2416"	5	"N_5"	"N"	2013	"percpar.AggY"	4.49	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2417"	6	"I_6"	"I"	2012	"percpar.AggY"	4.48	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2418"	6	"I_6"	"I"	2013	"percpar.AggY"	4.48	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2419"	6	"N_6"	"N"	2012	"percpar.AggY"	2.145	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2420"	6	"N_6"	"N"	2013	"percpar.AggY"	2.145	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2421"	7	"I_7"	"I"	2012	"percpar.AggY"	21.825	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2422"	7	"I_7"	"I"	2013	"percpar.AggY"	21.825	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2423"	7	"N_7"	"N"	2012	"percpar.AggY"	20.345	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2424"	7	"N_7"	"N"	2013	"percpar.AggY"	20.345	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2425"	8	"I_8"	"I"	2012	"percpar.AggY"	78.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2426"	8	"I_8"	"I"	2013	"percpar.AggY"	78.795	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2427"	8	"N_8"	"N"	2012	"percpar.AggY"	31.755	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2428"	8	"N_8"	"N"	2013	"percpar.AggY"	31.755	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2429"	9	"I_9"	"I"	2012	"percpar.AggY"	3.64	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2430"	9	"I_9"	"I"	2013	"percpar.AggY"	3.64	NA	"environParam"	"plothalf"	"percpar.AggY_I"
"2431"	9	"N_9"	"N"	2012	"percpar.AggY"	3.93	NA	"environParam"	"plothalf"	"percpar.AggY_N"
"2432"	9	"N_9"	"N"	2013	"percpar.AggY"	3.93	NA	"environParam"	"plothalf"	"percpar.AggY_N"
