"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"	"variable1"
"3214"	18	"N_18"	"N"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3215"	18	"N_18"	"N"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3216"	18	"N_18"	"N"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3217"	2	"I_2"	"I"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3218"	2	"I_2"	"I"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3219"	2	"I_2"	"I"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3220"	2	"N_2"	"N"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3221"	2	"N_2"	"N"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3222"	2	"N_2"	"N"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3223"	3	"I_3"	"I"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3224"	3	"I_3"	"I"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3225"	3	"I_3"	"I"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3226"	3	"N_3"	"N"	2011	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3227"	3	"N_3"	"N"	2012	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3228"	3	"N_3"	"N"	2013	"nTrees"	7	NA	"overstoryParam"	"plot"	"nTrees"
"3229"	4	"I_4"	"I"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3230"	4	"I_4"	"I"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3231"	4	"I_4"	"I"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3232"	4	"N_4"	"N"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3233"	4	"N_4"	"N"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3234"	4	"N_4"	"N"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3235"	5	"I_5"	"I"	2011	"nTrees"	3	NA	"overstoryParam"	"plot"	"nTrees"
"3236"	5	"I_5"	"I"	2012	"nTrees"	3	NA	"overstoryParam"	"plot"	"nTrees"
"3237"	5	"I_5"	"I"	2013	"nTrees"	3	NA	"overstoryParam"	"plot"	"nTrees"
"3238"	5	"N_5"	"N"	2011	"nTrees"	3	NA	"overstoryParam"	"plot"	"nTrees"
"3239"	5	"N_5"	"N"	2012	"nTrees"	3	NA	"overstoryParam"	"plot"	"nTrees"
"3240"	5	"N_5"	"N"	2013	"nTrees"	3	NA	"overstoryParam"	"plot"	"nTrees"
"3241"	6	"I_6"	"I"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3242"	6	"I_6"	"I"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3243"	6	"I_6"	"I"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3244"	6	"N_6"	"N"	2011	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3245"	6	"N_6"	"N"	2012	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3246"	6	"N_6"	"N"	2013	"nTrees"	5	NA	"overstoryParam"	"plot"	"nTrees"
"3247"	7	"I_7"	"I"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"	"nTrees"
"3248"	7	"I_7"	"I"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"	"nTrees"
"3249"	7	"I_7"	"I"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"	"nTrees"
"3250"	7	"N_7"	"N"	2011	"nTrees"	2	NA	"overstoryParam"	"plot"	"nTrees"
"3251"	7	"N_7"	"N"	2012	"nTrees"	2	NA	"overstoryParam"	"plot"	"nTrees"
"3252"	7	"N_7"	"N"	2013	"nTrees"	2	NA	"overstoryParam"	"plot"	"nTrees"
"3253"	8	"I_8"	"I"	2011	"nTrees"	6	NA	"overstoryParam"	"plot"	"nTrees"
"3254"	8	"I_8"	"I"	2012	"nTrees"	6	NA	"overstoryParam"	"plot"	"nTrees"
"3255"	8	"I_8"	"I"	2013	"nTrees"	6	NA	"overstoryParam"	"plot"	"nTrees"
"3256"	8	"N_8"	"N"	2011	"nTrees"	6	NA	"overstoryParam"	"plot"	"nTrees"
"3257"	8	"N_8"	"N"	2012	"nTrees"	6	NA	"overstoryParam"	"plot"	"nTrees"
"3258"	8	"N_8"	"N"	2013	"nTrees"	6	NA	"overstoryParam"	"plot"	"nTrees"
"3259"	9	"I_9"	"I"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3260"	9	"I_9"	"I"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3261"	9	"I_9"	"I"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3262"	9	"N_9"	"N"	2011	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3263"	9	"N_9"	"N"	2012	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3264"	9	"N_9"	"N"	2013	"nTrees"	4	NA	"overstoryParam"	"plot"	"nTrees"
"3265"	1	"I_1"	"I"	2011	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"	"BA_total"
"3266"	1	"I_1"	"I"	2012	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"	"BA_total"
"3267"	1	"I_1"	"I"	2013	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"	"BA_total"
"3268"	1	"N_1"	"N"	2011	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"	"BA_total"
"3269"	1	"N_1"	"N"	2012	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"	"BA_total"
"3270"	1	"N_1"	"N"	2013	"BA_total"	0.1742339214	NA	"overstoryParam"	"plot"	"BA_total"
"3271"	10	"I_10"	"I"	2011	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"	"BA_total"
"3272"	10	"I_10"	"I"	2012	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"	"BA_total"
"3273"	10	"I_10"	"I"	2013	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"	"BA_total"
"3274"	10	"N_10"	"N"	2011	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"	"BA_total"
"3275"	10	"N_10"	"N"	2012	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"	"BA_total"
"3276"	10	"N_10"	"N"	2013	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"	"BA_total"
"3277"	11	"I_11"	"I"	2011	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"	"BA_total"
"3278"	11	"I_11"	"I"	2012	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"	"BA_total"
"3279"	11	"I_11"	"I"	2013	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"	"BA_total"
"3280"	11	"N_11"	"N"	2011	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"	"BA_total"
"3281"	11	"N_11"	"N"	2012	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"	"BA_total"
"3282"	11	"N_11"	"N"	2013	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"	"BA_total"
"3283"	13	"I_13"	"I"	2011	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"	"BA_total"
"3284"	13	"I_13"	"I"	2012	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"	"BA_total"
"3285"	13	"I_13"	"I"	2013	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"	"BA_total"
"3286"	13	"N_13"	"N"	2011	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"	"BA_total"
"3287"	13	"N_13"	"N"	2012	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"	"BA_total"
"3288"	13	"N_13"	"N"	2013	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"	"BA_total"
"3289"	14	"I_14"	"I"	2011	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"	"BA_total"
"3290"	14	"I_14"	"I"	2012	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"	"BA_total"
"3291"	14	"I_14"	"I"	2013	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"	"BA_total"
"3292"	14	"N_14"	"N"	2011	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"	"BA_total"
"3293"	14	"N_14"	"N"	2012	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"	"BA_total"
"3294"	14	"N_14"	"N"	2013	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"	"BA_total"
"3295"	16	"I_16"	"I"	2011	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"	"BA_total"
"3296"	16	"I_16"	"I"	2012	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"	"BA_total"
"3297"	16	"I_16"	"I"	2013	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"	"BA_total"
"3298"	16	"N_16"	"N"	2011	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"	"BA_total"
"3299"	16	"N_16"	"N"	2012	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"	"BA_total"
"3300"	16	"N_16"	"N"	2013	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"	"BA_total"
"3301"	17	"I_17"	"I"	2011	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"	"BA_total"
"3302"	17	"I_17"	"I"	2012	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"	"BA_total"
"3303"	17	"I_17"	"I"	2013	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"	"BA_total"
"3304"	17	"N_17"	"N"	2011	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"	"BA_total"
"3305"	17	"N_17"	"N"	2012	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"	"BA_total"
"3306"	17	"N_17"	"N"	2013	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"	"BA_total"
"3307"	18	"I_18"	"I"	2011	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"	"BA_total"
"3308"	18	"I_18"	"I"	2012	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"	"BA_total"
"3309"	18	"I_18"	"I"	2013	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"	"BA_total"
"3310"	18	"N_18"	"N"	2011	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"	"BA_total"
"3311"	18	"N_18"	"N"	2012	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"	"BA_total"
"3312"	18	"N_18"	"N"	2013	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"	"BA_total"
"3313"	2	"I_2"	"I"	2011	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"3314"	2	"I_2"	"I"	2012	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"3315"	2	"I_2"	"I"	2013	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"3316"	2	"N_2"	"N"	2011	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"3317"	2	"N_2"	"N"	2012	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"3318"	2	"N_2"	"N"	2013	"BA_total"	0.5770914996	NA	"overstoryParam"	"plot"	"BA_total"
"3319"	3	"I_3"	"I"	2011	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"3320"	3	"I_3"	"I"	2012	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"3321"	3	"I_3"	"I"	2013	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"3322"	3	"N_3"	"N"	2011	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"3323"	3	"N_3"	"N"	2012	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"3324"	3	"N_3"	"N"	2013	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"	"BA_total"
"3325"	4	"I_4"	"I"	2011	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"3326"	4	"I_4"	"I"	2012	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"3327"	4	"I_4"	"I"	2013	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"3328"	4	"N_4"	"N"	2011	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"3329"	4	"N_4"	"N"	2012	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"3330"	4	"N_4"	"N"	2013	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"	"BA_total"
"3331"	5	"I_5"	"I"	2011	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"3332"	5	"I_5"	"I"	2012	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"3333"	5	"I_5"	"I"	2013	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"3334"	5	"N_5"	"N"	2011	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"3335"	5	"N_5"	"N"	2012	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"3336"	5	"N_5"	"N"	2013	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"	"BA_total"
"3337"	6	"I_6"	"I"	2011	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"3338"	6	"I_6"	"I"	2012	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"3339"	6	"I_6"	"I"	2013	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"3340"	6	"N_6"	"N"	2011	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"3341"	6	"N_6"	"N"	2012	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"3342"	6	"N_6"	"N"	2013	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"	"BA_total"
"3343"	7	"I_7"	"I"	2011	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"3344"	7	"I_7"	"I"	2012	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"3345"	7	"I_7"	"I"	2013	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"3346"	7	"N_7"	"N"	2011	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"3347"	7	"N_7"	"N"	2012	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"3348"	7	"N_7"	"N"	2013	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"	"BA_total"
"3349"	8	"I_8"	"I"	2011	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"3350"	8	"I_8"	"I"	2012	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"3351"	8	"I_8"	"I"	2013	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"3352"	8	"N_8"	"N"	2011	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"3353"	8	"N_8"	"N"	2012	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"3354"	8	"N_8"	"N"	2013	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"	"BA_total"
"3355"	9	"I_9"	"I"	2011	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"3356"	9	"I_9"	"I"	2012	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"3357"	9	"I_9"	"I"	2013	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"3358"	9	"N_9"	"N"	2011	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"3359"	9	"N_9"	"N"	2012	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"3360"	9	"N_9"	"N"	2013	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"	"BA_total"
"3361"	1	"I_1"	"I"	2011	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3362"	1	"I_1"	"I"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3363"	1	"I_1"	"I"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3364"	1	"N_1"	"N"	2011	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3365"	1	"N_1"	"N"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3366"	1	"N_1"	"N"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3367"	10	"I_10"	"I"	2011	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3368"	10	"I_10"	"I"	2012	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3369"	10	"I_10"	"I"	2013	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3370"	10	"N_10"	"N"	2011	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3371"	10	"N_10"	"N"	2012	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3372"	10	"N_10"	"N"	2013	"PercBA_AM"	35.5112568927523	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3373"	11	"I_11"	"I"	2011	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3374"	11	"I_11"	"I"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3375"	11	"I_11"	"I"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3376"	11	"N_11"	"N"	2011	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3377"	11	"N_11"	"N"	2012	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3378"	11	"N_11"	"N"	2013	"PercBA_AM"	0	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3379"	13	"I_13"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3380"	13	"I_13"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3381"	13	"I_13"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3382"	13	"N_13"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3383"	13	"N_13"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3384"	13	"N_13"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3385"	14	"I_14"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3386"	14	"I_14"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3387"	14	"I_14"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3388"	14	"N_14"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3389"	14	"N_14"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3390"	14	"N_14"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3391"	16	"I_16"	"I"	2011	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3392"	16	"I_16"	"I"	2012	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3393"	16	"I_16"	"I"	2013	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3394"	16	"N_16"	"N"	2011	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3395"	16	"N_16"	"N"	2012	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3396"	16	"N_16"	"N"	2013	"PercBA_AM"	89.6180996363146	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3397"	17	"I_17"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3398"	17	"I_17"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3399"	17	"I_17"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3400"	17	"N_17"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3401"	17	"N_17"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3402"	17	"N_17"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3403"	18	"I_18"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3404"	18	"I_18"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3405"	18	"I_18"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3406"	18	"N_18"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3407"	18	"N_18"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3408"	18	"N_18"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3409"	2	"I_2"	"I"	2011	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3410"	2	"I_2"	"I"	2012	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3411"	2	"I_2"	"I"	2013	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3412"	2	"N_2"	"N"	2011	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3413"	2	"N_2"	"N"	2012	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3414"	2	"N_2"	"N"	2013	"PercBA_AM"	18.9104404891844	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3415"	3	"I_3"	"I"	2011	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3416"	3	"I_3"	"I"	2012	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3417"	3	"I_3"	"I"	2013	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3418"	3	"N_3"	"N"	2011	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3419"	3	"N_3"	"N"	2012	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3420"	3	"N_3"	"N"	2013	"PercBA_AM"	26.0671067611737	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3421"	4	"I_4"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3422"	4	"I_4"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3423"	4	"I_4"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3424"	4	"N_4"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3425"	4	"N_4"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3426"	4	"N_4"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3427"	5	"I_5"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3428"	5	"I_5"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3429"	5	"I_5"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3430"	5	"N_5"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3431"	5	"N_5"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3432"	5	"N_5"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3433"	6	"I_6"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3434"	6	"I_6"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3435"	6	"I_6"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3436"	6	"N_6"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3437"	6	"N_6"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3438"	6	"N_6"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3439"	7	"I_7"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3440"	7	"I_7"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3441"	7	"I_7"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3442"	7	"N_7"	"N"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3443"	7	"N_7"	"N"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3444"	7	"N_7"	"N"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3445"	8	"I_8"	"I"	2011	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3446"	8	"I_8"	"I"	2012	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3447"	8	"I_8"	"I"	2013	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3448"	8	"N_8"	"N"	2011	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3449"	8	"N_8"	"N"	2012	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3450"	8	"N_8"	"N"	2013	"PercBA_AM"	5.38233349719458	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3451"	9	"I_9"	"I"	2011	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3452"	9	"I_9"	"I"	2012	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
"3453"	9	"I_9"	"I"	2013	"PercBA_AM"	100	NA	"overstoryParam"	"plot"	"PercBA_AM"
