".id"	"term"	"depth"	"est"	"se"	"df"	"tval"	"pval"
"38"	"nitrifd"	"PC1:mv_g.m2_logt"	"0-5cm"	-0.0788742242832111	0.0458519531275825	17.0000026523802	-1.72019333753885	0.103547284799557
"39"	"nitrifd"	"PC2:mv_g.m2_logt"	"0-5cm"	-0.0211935198018411	0.0494444233357215	17.0000026523846	-0.428633167747549	0.673572129456961
"40"	"nitrifd"	"PC1:PC2:mv_g.m2_logt"	"0-5cm"	-0.00517603175745793	0.0230608684828364	17.0000026523821	-0.224450859745821	0.825082031195195
"41"	"nitrifd"	"(Intercept)"	"5-15cm"	0.1520452216161	0.148887509325086	5.67954574761038	1.02120871190155	0.34866786147467
"42"	"nitrifd"	"PC1"	"5-15cm"	0.0380409850549646	0.07480264223475	14.0646382365904	0.50855135485164	0.618950085837151
"43"	"nitrifd"	"PC2"	"5-15cm"	0.0984441542157099	0.0854607562611516	14.3535313883069	1.15192233865663	0.268179041646276
"44"	"nitrifd"	"mv_g.m2_logt"	"5-15cm"	-0.0308745302895237	0.0325967332599498	14.6165583181678	-0.947166393739764	0.358951115445519
"45"	"nitrifd"	"PC1:PC2"	"5-15cm"	0.0136480028482354	0.0385549029626406	14.0336343767672	0.353988774435774	0.728609387975384
"46"	"nitrifd"	"PC1:mv_g.m2_logt"	"5-15cm"	-0.00932683422171834	0.0188848474980075	14.0380524842848	-0.493879244865621	0.629029087918693
"47"	"nitrifd"	"PC2:mv_g.m2_logt"	"5-15cm"	-0.0197452571464428	0.021307707686148	14.1574397275437	-0.926672049254697	0.369625339850972
"48"	"nitrifd"	"PC1:PC2:mv_g.m2_logt"	"5-15cm"	-0.00777013740951172	0.0100773604031303	14.0592867772074	-0.771048875764942	0.45344208918028
"49"	"minzd"	"(Intercept)"	"0-5cm"	0.310016862066947	0.25464678476211	5.88835650516396	1.21743874503094	0.269965636169545
"50"	"minzd"	"PC1"	"0-5cm"	0.252494001242387	0.13739837844305	15.2668182779033	1.83767817425183	0.0856498897478684
"51"	"minzd"	"PC2"	"0-5cm"	0.142074995548099	0.141881697674963	15.6855464953983	1.00136238765325	0.331850037887184
"52"	"minzd"	"mv_g.m2_logt"	"0-5cm"	-0.0454302231662111	0.0573968268918399	15.9441286275412	-0.791511057777131	0.440262761042146
"53"	"minzd"	"PC1:PC2"	"0-5cm"	0.00956543728596253	0.0678669373792892	15.2258350759825	0.140943995048782	0.889762009801526
"54"	"minzd"	"PC1:mv_g.m2_logt"	"0-5cm"	-0.0718657915409059	0.0359996246468427	15.1563634108669	-1.99629280154755	0.0641912784504721
"55"	"minzd"	"PC2:mv_g.m2_logt"	"0-5cm"	-0.0206504087732459	0.0331448867330077	15.3466006129859	-0.623034525342969	0.54241056620906
"56"	"minzd"	"PC1:PC2:mv_g.m2_logt"	"0-5cm"	0.00841027203323769	0.0156631258130225	15.2228753514436	0.536947230944497	0.599064959357652
"57"	"minzd"	"(Intercept)"	"5-15cm"	0.223713690911171	0.223151964087905	5.41821676946412	1.00251723898359	0.35874184372283
"58"	"minzd"	"PC1"	"5-15cm"	0.095610457207954	0.117976538069294	15.241136689433	0.810419247526969	0.43017240752626
"59"	"minzd"	"PC2"	"5-15cm"	0.185621044805494	0.121941892304217	15.6306983362663	1.52220899067576	0.147929124500602
"60"	"minzd"	"mv_g.m2_logt"	"5-15cm"	-0.0490922157725339	0.0493800824790626	15.8976415841391	-0.994170388300774	0.335031975204709
"61"	"minzd"	"PC1:PC2"	"5-15cm"	-0.0443913453886378	0.0582691270657519	15.2038836773515	-0.761833025892869	0.457815453163195
"62"	"minzd"	"PC1:mv_g.m2_logt"	"5-15cm"	-0.0208778334085851	0.0309045654259382	15.140936813207	-0.675558226457455	0.50950811328076
"63"	"minzd"	"PC2:mv_g.m2_logt"	"5-15cm"	-0.0225660190673296	0.0284641842987933	15.3139576742198	-0.792786430499829	0.440012397144808
"64"	"minzd"	"PC1:PC2:mv_g.m2_logt"	"5-15cm"	0.0093535395756545	0.0134479562359468	15.2011969573256	0.695536140328313	0.497215620969698
