".id"	"term"	"depth"	"est"	"se"	"df"	"tval"	"pval"
"1"	"noi"	"(Intercept)"	"0-5cm"	0.985502539128303	0.693089967863769	16.0000003603769	1.42189699003407	0.174256779806006
"2"	"noi"	"PC1"	"0-5cm"	-0.565487181735958	0.430282631187884	16.0000003603698	-1.31422265447902	0.207301442983721
"3"	"noi"	"PC2.use"	"0-5cm"	0.868796077068912	0.444523308099289	16.0000003603816	1.954444370496	0.0683542506423271
"4"	"noi"	"mv_g.m2_logt"	"0-5cm"	-0.0880508059282733	0.178028188339923	16.0000003603717	-0.494589125179159	0.62761238058207
"5"	"noi"	"PC1:PC2.use"	"0-5cm"	-0.339670323174841	0.262512902699059	16.0000003603728	-1.29391858336287	0.214060242512854
"6"	"noi"	"PC1:mv_g.m2_logt"	"0-5cm"	0.15341596774577	0.109774979303302	16.0000003603756	1.39754950280511	0.181326934366909
"7"	"noi"	"PC2.use:mv_g.m2_logt"	"0-5cm"	-0.225091168950326	0.103652707965452	16.0000003603681	-2.17158985393174	0.0452680634039715
"8"	"noi"	"PC1:PC2.use:mv_g.m2_logt"	"0-5cm"	0.0444273895384668	0.056844738834287	16.0000003603726	0.781556753527902	0.445886820907553
"9"	"noi"	"(Intercept)"	"5-15cm"	0.150511329750594	0.723011164932621	16.000000880684	0.208172898359903	0.837720790051792
"10"	"noi"	"PC1"	"5-15cm"	0.0621899580029276	0.448858244744605	16.0000008806757	0.138551444094144	0.891533439801892
"11"	"noi"	"PC2.use"	"5-15cm"	0.16716806984719	0.463713702016448	16.0000008806732	0.360498447900641	0.723189500633809
"12"	"noi"	"mv_g.m2_logt"	"5-15cm"	-0.0374307395567627	0.18571379447205	16.0000008806761	-0.201550669206729	0.842808142160181
"13"	"noi"	"PC1:PC2.use"	"5-15cm"	-0.0265144951925546	0.273845775282664	16.0000008806817	-0.0968227286515055	0.924069622036771
"14"	"noi"	"PC1:mv_g.m2_logt"	"5-15cm"	-0.0160392059466713	0.114514044852161	16.0000008806815	-0.140063220781155	0.890358078284418
"15"	"noi"	"PC2.use:mv_g.m2_logt"	"5-15cm"	-0.0795380062333287	0.108127470616128	16.0000008806736	-0.73559481027447	0.472623720917007
"16"	"noi"	"PC1:PC2.use:mv_g.m2_logt"	"5-15cm"	-0.00191579076699777	0.0592987674768173	16.0000008806837	-0.0323074297918037	0.974626478112964
"17"	"ammonifd"	"(Intercept)"	"0-5cm"	-0.22586537295171	0.243704529281753	1.38502659498325	-0.926800062425521	0.48669993722068
"18"	"ammonifd"	"PC1"	"0-5cm"	-0.218302395012816	0.0602029547919179	16.0077781310233	-3.62610765148229	0.00226891829891551
"19"	"ammonifd"	"PC2.use"	"0-5cm"	-0.0375163030757557	0.0602878473225219	16.0437030324208	-0.622286327044566	0.542497304240833
"20"	"ammonifd"	"mv_g.m2_logt"	"0-5cm"	0.111388851324157	0.0272472853402209	16.0919599464525	4.08807152467887	0.000848573213520609
"21"	"ammonifd"	"PC1:PC2.use"	"0-5cm"	-0.072171835952587	0.031446647064816	16.0008185522706	-2.29505663366369	0.0355888494495922
"22"	"ammonifd"	"PC1:mv_g.m2_logt"	"0-5cm"	0.0552409351587559	0.0149868274107186	16.0025467121042	3.68596592493269	0.00200033204898631
"23"	"ammonifd"	"PC2.use:mv_g.m2_logt"	"0-5cm"	0.00242395829178332	0.0146912063613435	16.0169141509031	0.16499382230185	0.871013265092348
"24"	"ammonifd"	"PC1:PC2.use:mv_g.m2_logt"	"0-5cm"	0.0126034989183925	0.00736848251622159	16.0000669468258	1.7104605854253	0.106496850280142
"25"	"ammonifd"	"(Intercept)"	"5-15cm"	-0.0427677458031135	0.130389102107732	13.0000091772201	-0.328000922713444	0.748133697840334
"26"	"ammonifd"	"PC1"	"5-15cm"	0.00334517180084986	0.0823314291936489	13.0000091772174	0.0406305566854888	0.968207803160899
"27"	"ammonifd"	"PC2.use"	"5-15cm"	-0.0202449469288672	0.0911001964035576	13.0000091772194	-0.222227258865455	0.827590120483785
"28"	"ammonifd"	"mv_g.m2_logt"	"5-15cm"	0.0119792222981238	0.0355266749019943	13.0000091772199	0.337189515516731	0.741355956674887
"29"	"ammonifd"	"PC1:PC2.use"	"5-15cm"	-0.00232941875611349	0.0558930790038543	13.0000091772187	-0.0416763362768557	0.967390015516067
"30"	"ammonifd"	"PC1:mv_g.m2_logt"	"5-15cm"	0.00306200066291451	0.0209560809985878	13.0000091772195	0.146115137802763	0.886071915355873
"31"	"ammonifd"	"PC2.use:mv_g.m2_logt"	"5-15cm"	0.0199352378069881	0.0221410167878768	13.0000091772193	0.90037589501777	0.384296483004656
"32"	"ammonifd"	"PC1:PC2.use:mv_g.m2_logt"	"5-15cm"	0.00355266429291604	0.0126698818828711	13.0000091772178	0.280402321486439	0.78358140586134
"33"	"nitrifd"	"(Intercept)"	"0-5cm"	0.237953361310136	0.288208012167919	17.0000026835102	0.825630625325909	0.42044968458417
"34"	"nitrifd"	"PC1"	"0-5cm"	0.25267107786514	0.180778370363389	17.0000026835135	1.39768423267251	0.180181699195358
"35"	"nitrifd"	"PC2.use"	"0-5cm"	0.122710487199824	0.200884460303446	17.0000026835097	0.610851068392569	0.549379083481687
"36"	"nitrifd"	"mv_g.m2_logt"	"0-5cm"	-0.0756374059193938	0.0732183363277859	17.0000026835153	-1.03303912261511	0.316058884216853
"37"	"nitrifd"	"PC1:PC2.use"	"0-5cm"	0.0516389410127252	0.0930117033611905	17.0000026835168	0.555187564001454	0.585998431410116
